,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP3748,-0.42,-0.51282,0.0,0.0,-0.14095,0.0,0.0,0.76923,-0.28839,1.04545,0.0,0.92308,1.125,-0.5,-0.3415,-0.39024,0.08521,0.72894,0.0,0.0,-0.21008,-0.37179,0.0,0.0,-0.26515,-0.48148,-0.37179,1.34844,0.0,-0.38699,-0.72164,0.0,2.41207,-0.79339,2.64,-0.37179,1.13287,1.24506,1.71644,-0.41788,-1.28571,2.39402,0.0,0.81894,0.0,-1.05238,-0.47713,0.0,2.71429,0.43184,0
DBAASP185,-0.03818,0.51282,0.0,0.0,-0.11385,0.0,0.0,-0.07692,0.67933,0.0,0.0,0.38462,-0.2,-0.5,0.86192,0.75261,-0.30052,-1.11776,0.0,1.53846,-0.88248,-0.18977,0.0,0.0,-0.09294,0.18519,-0.18977,-0.05012,0.0,1.41463,0.2095,0.0,0.33095,0.12969,0.46418,-0.18977,0.88112,-0.37352,-0.38356,0.82684,-0.26374,0.45775,0.0,0.0,0.0,-0.6,-0.24354,0.0,0.0,-0.06178,0
DBAASP4746,-0.42,0.32051,0.0,0.0,1.15111,0.0,0.0,-0.30769,0.25614,0.0,0.0,-0.25175,-0.35,-0.5,0.75381,-0.39024,0.32373,-0.31521,0.0,0.83333,-0.74814,0.0,0.0,1.17618,0.20559,0.24074,0.0,-0.50466,750599937895083.0,0.41138,0.82345,0.125,-0.83539,0.29752,-0.31429,0.0,0.9965,0.18445,0.49144,0.28658,-0.07143,-0.36639,0.0,0.76046,0.0,-0.43333,0.0,0.0,6.33333,0.12419,0
DBAASP4865,0.28,-0.03663,0.0,0.0,0.56381,0.0,0.0,0.15385,0.50976,0.0,0.0,-0.30769,0.325,0.26923,0.33497,1.10976,-0.92814,0.27749,0.0,0.0,-0.52524,-0.37179,0.0,0.0,-0.21405,0.13757,-0.37179,-0.20354,0.0,1.41463,0.28481,0.0,-0.54558,-0.09209,0.0,-0.37179,0.54845,0.0,1.01644,0.35338,0.42857,-0.27037,0.0,0.0,0.0,0.80476,-0.47713,0.0,0.0,-0.8653,0
DBAASP2820,0.105,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.29395,1.64286,0.0,-0.17094,-0.05,0.61111,0.16423,-0.39024,-0.75105,0.43155,0.0,0.0,-0.39557,0.40743,0.0,0.0,-0.94673,-0.04815,0.40743,0.5731,0.0,-0.38699,-1.04582,0.0,-0.10844,0.29752,4.52571,0.40743,-0.5035,0.47431,1.94977,-0.7828,-0.77143,-0.2156,0.0,0.0,0.0,-0.43333,0.52287,0.0,0.0,-0.17862,0
DBAASP3067,-0.03818,0.25641,0.09091,0.0,1.02462,0.0,0.0,0.0,-0.3532,2.3,0.0,-0.28205,0.1,-0.5,-0.36396,-0.39024,0.34256,0.28133,0.0,0.0,-0.00837,-0.18977,0.0,0.0,-0.20573,1.18519,-0.18977,0.37349,0.0,0.61301,-1.9761,0.0,1.60513,0.29752,-0.34813,-0.18977,0.37762,0.53953,0.39422,-0.25397,-0.26374,1.93815,0.0,0.69462,0.0,-0.6,-0.24354,0.0,2.92308,0.77709,0
DBAASP1833,-0.03818,0.25641,0.0,0.0,-0.11385,0.0,0.0,0.11538,-0.03056,0.0,0.0,0.38462,-0.15,-0.5,-0.00926,0.75261,-0.75304,-0.43492,0.0,0.76923,-0.09285,-0.18977,0.0,0.0,0.27562,0.18519,-0.18977,-0.03042,0.0,-0.38699,0.13457,0.0,0.61611,0.12969,0.46418,-0.18977,0.88112,-0.37352,-0.38356,0.65212,-0.26374,0.47827,0.0,0.0,0.0,-0.6,-0.24354,0.0,0.0,-0.90535,0
DBAASP212,1.68,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.26923,-0.42659,1.64286,0.0,0.71795,0.0,1.16667,-0.35287,0.60976,-0.67107,-0.56229,0.0,0.0,-0.25082,0.40743,0.0,0.0,0.61509,-0.48148,0.40743,-1.67582,0.0,0.27967,-1.04143,0.0,-0.65019,-0.79339,-0.75429,0.40743,-0.5035,0.47431,0.78311,0.09261,0.42857,-0.53931,0.0,0.0,0.0,0.0,0.52287,0.0,0.0,-0.33051,0
DBAASP5092,0.78,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-1.0,-0.24627,0.0,0.0,-0.61538,-0.725,-0.5,-0.20706,0.94309,0.13805,-0.10904,0.0,0.0,-0.4712,0.62821,0.0,0.0,-0.71647,-0.48148,0.62821,0.14044,0.0,0.76911,1.05807,0.0,0.29807,-0.79339,0.41905,0.62821,-0.5035,0.6917,-0.38356,-0.23056,0.7619,-0.08363,0.0,0.0,0.0,1.73333,0.8062,0.0,0.0,0.50867,0
DBAASP5098,0.34364,0.0,0.0,0.0,0.26564,0.0,0.0,0.69231,-1.36781,0.0,0.0,0.05128,0.1,0.33333,-1.31665,-0.39024,-0.6847,0.47609,0.0,0.76923,0.83914,-0.18977,0.0,1.18057,1.08996,0.18519,-0.18977,-0.31528,-1.0,-0.38699,0.3951,0.0,-1.36852,0.29752,0.87033,-0.18977,-0.25175,0.083,-0.38356,-0.15417,-0.26374,-1.38076,0.0,0.0,0.0,0.06667,-0.24354,0.0,0.0,-1.05181,0
DBAASP2657,-0.42,-0.14245,0.0,0.0,0.05481,0.0,0.0,-0.65385,-0.26247,0.0,0.0,-0.61538,-0.475,0.75,-0.1819,-0.39024,1.66215,0.54104,0.0,1.11111,0.68262,0.62821,0.0,0.0,0.52238,-0.48148,0.62821,-0.55392,0.0,0.22764,0.25762,0.0,0.22503,0.0551,-0.16762,0.62821,0.04196,-0.06917,1.01644,-0.87376,-0.57143,-0.60232,0.0,0.59466,0.0,-0.67407,0.8062,0.0,4.22222,1.72209,0
DBAASP1468,1.68,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.65385,0.10191,2.55556,0.0,0.47552,0.575,0.86364,0.12697,-0.39024,-0.15394,-1.00117,0.0,0.0,1.03359,0.0,0.0,0.0,-0.60595,-0.48148,0.0,-3.49155,0.0,-0.38699,-1.06467,0.0,-0.6826,-0.79339,0.12571,0.0,-0.5035,0.6917,-0.38356,0.54756,0.42857,-0.25647,0.0,0.0,0.0,-0.07222,0.0,0.0,0.0,-1.03673,0
DBAASP652,0.72545,-0.25641,0.0,0.0,-0.11385,0.0,0.0,0.11538,-0.43311,0.0,0.0,0.71795,0.35,-0.08333,-0.6125,0.75261,0.11292,-0.52292,0.0,0.76923,-1.25939,-0.18977,0.0,1.17014,0.06543,-0.14815,-0.18977,-0.81444,-1.0,0.73821,0.22665,0.0,0.41126,0.12969,3.30725,-0.18977,-0.12587,-0.37352,0.39422,0.66427,-0.26374,0.16147,0.0,0.0,1.0,0.4,-0.24354,0.0,0.0,-0.0105,0
DBAASP4206,-0.42,0.09324,0.0,0.0,-0.04485,0.0,0.0,0.07692,-0.22801,2.875,0.0,0.58462,-0.375,0.0,-0.30912,0.40976,-0.65686,0.35081,0.0,0.90909,0.71952,0.19861,0.0,0.0,0.72309,-0.08754,0.19861,0.64937,-1.0,-0.38699,-0.38414,0.0,-0.20258,0.19835,0.68571,0.19861,0.98411,-0.25939,0.61644,0.82159,-0.38961,0.35019,0.0,0.0,0.0,-0.6303,0.25489,0.0,0.0,-1.12128,0
DBAASP2958,0.34364,0.25641,0.0,0.0,-0.11385,0.0,0.0,0.34615,-0.15012,1.15,0.0,0.71795,0.075,-0.08333,-0.23597,0.18118,0.04876,-1.26974,0.11111,1.53846,0.14923,-0.18977,0.0,0.0,1.54845,-0.14815,-0.18977,-0.7818,0.0,0.41138,-0.12643,0.0,0.60462,-0.20598,0.46418,-0.18977,0.37762,-0.37352,0.39422,0.39172,0.1978,1.01692,0.0,0.0,1.0,0.4,-0.24354,0.0,0.0,-0.02568,0
DBAASP5132,0.98,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.07692,0.01997,4.6,0.0,1.67033,-0.65,0.21429,0.01929,-0.39024,-1.70563,0.37441,0.0,0.0,1.82593,0.86328,0.0,0.0,0.37556,-0.48148,0.86328,-0.91675,0.0,0.36423,-0.96472,0.0,3.13954,-0.79339,-0.09429,0.86328,-0.5035,-0.83004,-0.38356,2.42572,-0.32143,0.53749,0.0,0.0,0.0,-0.43333,1.10787,0.0,0.0,-0.98999,0
DBAASP2721,0.28,0.20147,0.0,0.0,-0.49333,0.0,0.0,0.23077,0.35398,0.0,0.0,0.0,0.425,0.26923,0.35499,1.60976,0.00887,-0.09254,0.0,1.42857,0.3815,-0.37179,0.0,0.0,0.50104,-0.17196,-0.37179,-0.37885,0.0,0.61301,-0.33075,0.0,0.09681,0.14168,0.0,-0.37179,-0.5035,0.0,1.01644,0.01975,0.0,-0.14996,0.0,0.0,0.0,0.49524,-0.47713,0.0,0.0,0.1858,0
DBAASP3811,-0.03818,-0.51282,0.0,0.0,0.26564,0.0,0.0,1.0,-1.46798,1.15,0.0,0.38462,0.45,-0.08333,-1.97028,-0.39024,-0.59515,0.59179,0.0,0.0,1.90944,-0.18977,0.0,2.39791,0.122,0.18519,-0.18977,0.19944,0.0,-0.38699,0.36826,0.0,1.39448,-0.79339,1.68264,-0.18977,0.12587,-0.83004,-0.38356,0.80537,0.1978,0.38249,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,-0.92726,0
DBAASP3610,-0.07,0.20147,0.0,0.0,-0.14095,0.0,0.0,0.0,0.45377,0.0,0.0,0.0,0.15,-0.11538,0.37388,1.10976,-0.33761,-0.47736,0.0,0.71429,-0.7175,-0.37179,0.0,0.0,0.20289,-0.17196,-0.37179,-0.30728,643371375338643.0,-0.38699,0.0861,0.0,-0.25849,0.14168,0.0,-0.37179,0.8991,-0.41502,1.01644,0.46519,0.0,0.20256,0.09091,0.0,0.0,-1.3619,-0.47713,0.0,0.0,-0.40607,0
DBAASP2757,0.63,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.14713,0.0,0.0,0.71795,-0.05,0.05556,0.11751,-0.39024,-0.6241,0.28052,0.0,0.0,-0.29942,0.40743,0.0,0.0,0.04412,-0.04815,0.40743,1.20358,0.0,-0.38699,-1.04582,0.0,2.56069,0.29752,4.52571,0.40743,-0.5035,0.47431,-0.38356,-0.7828,1.62857,1.64261,0.0,0.0,0.0,0.86667,0.52287,0.0,0.0,-0.12241,0
DBAASP5030,0.63,-0.27473,0.0,0.0,-0.49333,0.0,0.0,0.23077,-0.22197,0.0,0.0,0.0,0.725,0.65385,-0.32077,1.10976,-0.11768,0.21751,0.0,0.0,-0.45517,-0.37179,0.0,0.0,0.29367,-0.17196,-0.37179,-0.54453,0.0,0.41301,-0.07297,0.0,-0.36491,-0.63754,0.0,-0.37179,-0.5035,-0.41502,0.31644,0.15218,0.0,-0.98079,0.0,0.0,0.0,0.18571,-0.47713,0.0,0.0,-0.23821,0
DBAASP4450,0.34364,0.51282,0.0,0.0,0.26564,0.0,0.0,-0.23077,0.98706,0.0,0.0,0.05128,0.05,-0.08333,0.83443,0.18118,0.15125,-0.55515,0.0,2.30769,-0.51683,-0.18977,0.0,0.0,0.72231,-0.14815,-0.18977,-0.14211,-1.0,0.61301,-0.31364,0.0,0.00886,0.12969,-0.34813,-0.18977,-0.12587,0.083,1.17199,-0.63623,0.1978,-0.10439,0.0,0.0,1.0,0.4,-0.24354,0.0,2.92308,0.44423,0
DBAASP1048,-0.42,0.0,0.0,0.0,0.64513,0.0,0.0,-0.19231,-1.12558,0.0,0.0,0.38462,-0.1,-0.5,-1.20649,0.18118,-0.5629,-0.32455,0.0,0.0,-1.01411,-0.18977,0.0,1.61745,1.33967,1.18519,-0.18977,-0.01825,0.0,0.16911,-1.92536,0.0,0.17768,0.2136,0.87033,-0.18977,0.5035,-0.37352,-0.38356,0.83262,-0.26374,0.55015,0.0,0.0,0.5,-0.6,-0.24354,0.0,0.0,-0.40636,0
DBAASP5021,-0.42,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.26923,0.77927,3.28571,0.0,-0.61538,-0.175,1.72222,0.61821,0.60976,-0.1251,1.32046,0.0,0.0,-0.24173,0.40743,0.0,0.0,-1.39001,-0.48148,0.40743,3.2443,0.0,-0.38699,-0.34826,0.0,-3.92622,-0.79339,-0.75429,0.40743,-0.5035,-0.83004,-0.38356,0.79185,-0.77143,-3.53962,0.0,0.0,0.0,-2.16667,0.52287,0.0,0.0,-0.02157,0
DBAASP2264,0.42,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.26923,-0.225,0.0,0.0,0.47552,0.15,-0.04545,-0.36659,0.94309,0.29792,-0.32711,0.0,0.0,-1.04119,0.0,0.0,0.0,-0.43545,-0.48148,0.0,0.31282,1.0,0.23415,0.77342,0.0,1.54509,-0.79339,0.56571,0.0,-0.5035,-0.32279,1.36644,0.73236,1.42857,2.70151,0.0,0.0,0.0,-0.07222,0.0,0.0,0.0,0.91529,0
DBAASP4483,-0.42,-0.23504,0.0,0.0,-0.49333,0.0,0.0,-0.19231,0.30205,0.0,0.0,-0.25175,0.225,0.40909,0.08703,0.94309,0.30549,1.04177,0.0,0.0,-0.91631,0.0,0.0,0.0,-0.0753,0.24074,0.0,0.63645,1.0,0.14472,-0.95934,0.0,-0.71848,-0.61157,0.12571,0.0,-0.5035,-0.83004,0.49144,0.34811,-0.07143,-1.7119,0.0,0.0,0.0,-0.79444,0.0,0.0,0.0,0.60792,0
DBAASP2502,0.28,0.43956,0.0,0.0,-0.14095,0.0,0.0,0.11538,0.10614,0.0,0.0,0.30769,0.3,-0.11538,0.11653,1.10976,-0.34051,-0.74181,0.0,0.71429,0.06506,-0.37179,0.0,0.0,0.62744,0.44709,-0.37179,-0.33555,1.0,1.29756,0.12502,0.0,0.59525,-0.17001,-0.37714,-0.37179,0.08092,0.0,0.31644,-0.13309,0.42857,0.23845,0.0,0.0,0.0,0.18571,-0.47713,0.0,0.0,-0.47638,0
DBAASP4328,0.78,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.23077,-0.5066,0.0,0.0,-0.11538,-0.275,1.375,-0.51744,0.94309,0.42023,0.72021,0.0,0.0,0.46607,0.62821,0.0,0.0,0.61296,-0.48148,0.62821,-0.65011,0.0,0.03902,0.20141,0.0,-2.39232,-0.79339,0.41905,0.62821,-0.5035,-0.06917,-0.38356,0.30558,0.09524,-2.57613,0.0,0.0,0.0,-0.19259,0.8062,0.0,0.0,0.41667,0
DBAASP3977,0.0,0.59829,0.0,0.0,1.97333,0.0,0.0,-0.34615,-1.07056,0.0,0.0,-0.25175,-0.35,-0.5,-1.32943,-0.39024,0.65361,0.21232,0.0,0.0,-0.69454,0.0,0.0,3.19127,0.79994,1.68519,0.0,-0.13419,0.0,-0.38699,1.38082,0.0,0.08855,0.20661,0.12571,0.0,0.31469,0.18445,-0.38356,0.51185,-0.07143,0.07472,0.0,0.84785,0.0,-0.07222,0.0,0.0,3.16667,0.67679,0
DBAASP1071,0.51333,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.15385,-0.46503,0.0,0.0,0.18462,0.375,1.0,-0.47483,0.40976,2.04685,1.09492,0.0,0.0,-0.76813,0.19861,0.0,0.0,0.76012,-0.48148,0.19861,0.54432,0.5,-0.15447,0.71416,0.0,-0.26236,-0.79339,-0.27429,0.19861,-0.5035,0.31126,1.61644,-0.4267,0.15584,-0.7494,0.0,0.0,0.0,-0.23636,0.25489,0.0,0.0,2.33672,0
DBAASP716,-0.42,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.34615,-0.72583,0.0,0.0,3.38462,-0.45,-0.5,-0.82948,0.94309,-1.71988,2.77301,0.0,0.0,2.30064,0.62821,0.0,0.0,1.58593,-0.48148,0.62821,1.76643,0.0,-0.38699,-1.30737,0.0,2.85877,-0.79339,-0.16762,0.62821,-0.5035,-0.83004,-0.38356,2.95447,0.09524,1.10289,0.0,0.0,0.0,0.28889,0.8062,0.0,0.0,-1.66871,0
DBAASP1718,0.34364,0.25641,0.0,0.0,-0.11385,0.0,0.0,0.30769,0.5052,0.0,0.0,0.71795,0.3,-0.08333,0.5471,0.75261,0.18077,-0.8949,0.0,0.76923,-1.39474,-0.18977,0.0,0.0,0.77644,-0.14815,-0.18977,-0.81796,692861481133922.0,0.11545,-0.47275,0.11111,-0.54569,0.12969,1.68264,-0.18977,0.88112,0.083,-0.38356,0.74339,-0.26374,-0.14162,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,0.15549,0
DBAASP2018,-0.03818,-0.25641,0.0,0.0,-0.11385,0.0,0.0,0.19231,-1.06681,0.0,0.0,1.38462,0.425,-0.5,-1.08626,1.32404,0.34439,0.38105,0.0,0.76923,-0.83014,-0.18977,0.0,1.28211,1.39645,-0.14815,-0.18977,0.04936,0.0,0.17398,0.21841,0.0,1.14466,0.12969,1.27648,-0.18977,0.37762,-0.83004,0.39422,0.4883,-0.72527,1.85449,0.0,0.0,0.5,0.06667,-0.24354,0.0,0.0,0.7113,0
DBAASP1398,0.34364,0.0,0.0,0.0,-0.49333,0.0,0.0,0.46154,0.65059,0.0,0.0,0.05128,0.4,0.75,0.87404,-0.39024,-0.1186,-0.06322,0.0,0.76923,0.00509,-0.18977,0.0,0.0,-0.48163,-0.14815,-0.18977,-0.69671,0.0,-0.38699,-0.22508,0.0,-0.64647,-0.12206,0.46418,-0.18977,-0.5035,0.083,-0.38356,-0.07905,1.58242,-1.01107,0.0,0.0,0.0,0.73333,-0.24354,0.0,0.0,-0.1093,0
DBAASP137,0.78,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.15385,0.07824,1.91667,0.0,0.38462,-0.325,0.75,0.00572,-0.39024,0.16717,0.58509,0.0,0.0,1.78369,0.62821,0.0,0.0,-0.64782,-0.48148,0.62821,-0.85526,0.0,0.76911,-0.34404,0.0,-1.46928,-0.79339,1.00571,0.62821,-0.5035,-0.06917,1.01644,1.29922,-0.57143,-0.94206,0.0,0.0,0.0,0.28889,0.8062,0.0,0.0,-1.17271,0
DBAASP2278,0.18,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.15385,0.53657,1.91667,0.0,-0.11538,-0.3,1.375,0.52095,-0.39024,-1.67554,0.82984,0.0,0.0,0.61318,0.62821,0.0,0.0,-1.03521,-0.48148,0.62821,0.78646,0.0,-0.38699,-0.91707,0.0,-3.25073,-0.79339,0.41905,0.62821,-0.5035,0.6917,-0.38356,1.16208,0.09524,-0.97019,0.0,0.0,0.0,-0.19259,0.8062,0.0,0.0,-0.78775,0
DBAASP4778,0.63,0.15385,0.0,0.0,0.98667,0.0,0.0,-0.69231,0.47953,0.0,0.0,0.2735,-0.375,0.05556,0.45424,0.60976,0.07902,-0.95727,0.0,1.0,-0.91131,0.40743,0.0,0.0,0.3796,-0.04815,0.40743,-0.21403,0.0,0.27967,-0.25141,0.0,-0.10591,0.07934,-0.22629,0.40743,0.80559,0.47431,1.94977,-0.53228,-0.77143,-0.33265,0.0,0.0,0.0,0.0,0.52287,0.0,0.0,0.08011,0
DBAASP5060,-0.03818,0.76923,0.0,0.0,-0.49333,0.0,0.0,0.19231,1.17948,0.0,0.0,0.38462,0.05,-0.5,1.20029,0.18118,0.29786,-1.97131,0.0,0.76923,-0.67566,-0.18977,0.0,0.0,1.21457,0.51852,-0.18977,-0.7547,692861481133923.0,0.11545,0.18449,0.0,0.0897,0.12969,0.46418,-0.18977,-0.5035,0.083,-0.38356,-0.1522,-0.26374,0.0725,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,0.36499,0
DBAASP3053,-0.03818,0.25641,0.0,0.0,0.26564,0.0,0.0,0.07692,-0.83949,0.0,0.0,0.71795,0.225,-0.08333,-0.85536,0.75261,-0.1918,-0.86205,0.0,0.76923,-0.60657,-0.18977,0.0,1.50549,2.22235,0.51852,-0.18977,-0.14689,0.0,0.60163,0.13063,0.0,0.32706,0.04577,1.68264,-0.18977,-0.12587,-0.83004,-0.38356,-0.01149,-0.26374,0.46022,0.0,0.0,0.0,0.06667,-0.24354,0.0,0.0,-0.02389,0
DBAASP1134,0.0,-0.23504,0.0,0.0,-0.49333,0.0,0.0,0.0,0.28603,0.0,0.0,-0.25175,0.075,0.40909,0.18278,-0.39024,-0.29354,0.38332,0.0,0.83333,0.07547,0.0,0.0,0.0,-0.99407,-0.48148,0.0,-0.10173,0.0,0.60163,-0.03706,0.0,-0.5567,0.29752,-0.31429,0.0,-0.5035,0.18445,-0.38356,-0.36781,-0.57143,-0.53793,0.0,0.0,0.0,-1.15556,0.0,0.0,0.0,-0.07834,0
DBAASP3612,0.04667,0.6993,0.11111,0.0,0.85212,0.0,0.0,-0.69231,-0.19784,0.0,0.0,-0.21538,-0.55,-0.5,-0.10909,0.40976,0.54616,-0.2399,0.0,0.0,-1.13884,0.19861,0.0,1.63776,-0.39789,1.48822,0.19861,-0.02281,0.0,0.82439,0.97286,0.0,0.24121,0.09917,-0.27429,0.19861,0.38907,0.88192,0.61644,0.24055,-1.48052,-0.03755,0.0,0.0,0.0,1.33939,0.25489,0.0,0.0,0.9152,0
DBAASP1510,0.98,-0.20979,0.0,0.0,-0.04485,0.0,0.0,0.11538,0.023,0.0,0.0,0.58462,0.0,0.5,0.25511,0.40976,-0.79338,-0.70309,0.0,0.0,-0.76143,0.19861,0.0,0.0,0.05065,-0.08754,0.19861,-0.63599,0.0,0.35285,-0.44711,0.0,-0.50219,0.09917,2.60571,0.19861,0.83535,-0.25939,-0.38356,0.95483,0.7013,-0.03732,0.0,0.0,0.0,0.15758,0.25489,0.0,0.0,-0.30257,0
DBAASP3625,0.28,-0.09615,0.0,0.0,0.12333,0.0,0.0,-0.84615,-0.52978,0.0,0.0,-0.61538,-0.875,0.21429,-0.12913,-0.39024,-0.04116,0.84672,0.0,0.0,-0.35966,113.97308,0.0,1.43798,-1.20847,0.60185,0.86328,0.36776,0.0,-0.38699,0.586,0.0,-0.299,-0.11157,-0.09429,0.86328,-0.09441,0.083,-0.38356,-0.74516,-1.82143,0.30219,0.0,0.0,0.0,0.65,1.10787,0.0,0.0,0.7955,0
DBAASP3190,-0.42,0.39627,0.0,0.0,0.85212,0.0,0.0,0.23077,0.80879,0.0,0.0,0.18462,-0.275,-0.5,0.85675,-0.39024,-0.66744,-0.47662,0.0,0.0,1.87592,0.19861,0.11111,0.0,-0.13305,0.70034,0.19861,0.16001,0.0,-0.38699,-0.44515,0.0,0.162,-0.09917,1.16571,0.19861,0.24031,1.45257,-0.38356,0.37316,-0.93506,-0.35588,0.0,0.77713,0.0,-0.23636,0.25489,0.0,6.90909,-0.87348,0
DBAASP3555,-0.03818,0.0,0.0,0.0,0.26564,0.0,0.0,0.03846,-0.19369,0.0,0.0,0.38462,-0.05,-0.5,-0.20492,0.75261,-1.07185,-0.4921,0.0,0.76923,-0.05718,-0.18977,0.09091,0.0,1.06913,-0.14815,-0.18977,-0.12171,0.0,-0.38699,-0.28622,0.0,0.12302,0.04577,0.46418,-0.18977,0.75524,-0.37352,0.39422,0.50846,0.1978,0.37606,0.0,0.0,1.0,0.4,-0.24354,0.0,2.92308,-0.99907,0
DBAASP55,0.78,-0.51282,0.0,0.0,0.05481,0.0,0.0,0.15385,0.2847,1.91667,0.0,0.38462,-0.425,0.125,0.38028,-0.39024,-1.55942,-0.00943,0.0,0.0,3.16051,0.62821,0.0,0.0,-0.607,-0.48148,0.62821,-1.50541,0.0,-0.38699,0.25532,0.0,1.92097,-0.79339,-0.16762,0.62821,0.40559,0.6917,-0.38356,0.78148,0.09524,2.19675,0.0,0.0,0.0,0.28889,0.8062,0.0,4.22222,-1.64887,0
DBAASP4076,1.38,-0.51282,0.0,0.0,-0.49333,0.0,0.0,-0.5,-0.51514,0.0,0.0,0.88462,-0.3,0.75,-0.48974,0.94309,-0.74483,-0.41385,0.0,0.0,-0.13666,0.62821,0.0,0.0,1.36905,-0.48148,0.62821,-1.69825,1.0,-0.38699,-1.22014,0.0,-0.0806,-0.79339,-0.75429,0.62821,-0.5035,-0.06917,1.01644,0.01963,0.09524,-0.14059,0.0,0.0,0.0,-0.19259,0.8062,0.0,0.0,-0.73806,0
DBAASP2764,0.63,-0.17949,0.0,0.0,-0.49333,0.0,0.0,-0.30769,0.12254,0.0,0.0,0.2735,-0.05,0.61111,0.16423,-0.39024,-0.75105,0.43155,0.0,0.0,-0.22781,0.40743,0.0,0.0,0.13223,-0.04815,0.40743,0.55705,0.0,-0.38699,-1.04582,0.0,1.60086,0.29752,4.52571,0.40743,-0.5035,-0.17787,-0.38356,-0.7828,1.02857,0.70629,0.0,0.0,0.0,0.43333,0.52287,0.0,0.0,-0.17862,0
DBAASP2165,-0.03818,0.25641,0.0,0.0,-0.11385,0.0,0.0,0.07692,-0.54578,0.0,0.0,0.71795,0.025,-0.08333,-0.47497,0.75261,0.58238,-1.09048,0.0,1.53846,0.03856,-0.18977,0.0,1.33891,2.051,0.18519,-0.18977,-0.17448,0.0,0.05691,0.5798,0.0,0.35724,0.12969,1.68264,-0.18977,-0.12587,-0.37352,-0.38356,0.19264,-0.26374,0.23417,0.0,0.0,1.0,0.4,-0.24354,0.0,0.0,0.60324,0
DBAASP4907,0.72545,0.25641,0.0,0.0,-0.11385,0.0,0.0,0.03846,0.75459,0.0,0.0,0.38462,0.1,-0.08333,0.82306,0.75261,-0.07432,-1.02807,0.0,2.30769,0.29084,-0.18977,0.0,0.0,1.07564,-0.48148,-0.18977,-0.91602,-1.0,0.61301,-0.61971,0.0,-0.25101,0.04577,0.87033,-0.18977,0.5035,-0.37352,1.17199,-0.46073,-0.26374,-0.42518,0.0,0.0,0.0,0.4,-0.24354,0.0,0.0,-0.03686,0
DBAASP4932,0.98,-0.51282,0.0,0.0,-0.49333,0.0,0.0,0.53846,-0.20233,0.0,0.0,0.61538,1.25,0.26923,-0.14934,0.60976,0.68348,-0.06003,0.0,0.0,-0.71754,-0.37179,0.0,0.0,0.39656,-0.48148,-0.37179,-0.3695,0.5,0.0878,-0.35416,0.0,2.42506,-0.79339,0.0,-0.37179,-0.5035,-0.83004,1.71644,-0.46726,0.0,2.5791,0.0,0.0,0.0,0.18571,-0.47713,0.0,0.0,0.70833,0
