,ABHPRK__38,CTDC_hydrophobicity_ARGP820101.G1,GTPC_uncharger.uncharger.postivecharger,CKSAAGP_negativecharger.uncharger.gap4,CTDC_solventaccess.G3,CKSAAP_TK.gap1,CKSAAGP_negativecharger.uncharger.gap1,formula_C,Cougar__27,CKSAAGP_aromatic.postivecharger.gap2,ABHPRK__18,ABHPRK__57,formula_H,ABHPRK__37,Cougar__28,CKSAAGP_alphaticr.alphaticr.gap5,Cougar__5,NMBroto_CIDH920105.lag2,CKSAAP_SR.gap3,AAC_G,MSW__7,DDE_AP,GTPC_uncharger.postivecharger.alphaticr,QSO3_SC_P,Ez__24,GAAC_uncharge,DDE_WT,APAAC_Pc2.Hydrophilicity.2,CTDC_charge.G3,DDR_I,Z5__56,ABHPRK__20,APAAC_Pc2.Hydrophilicity.1,CTDD_hydrophobicity_ARGP820101.1.residue100,CTDD_hydrophobicity_ZIMJ680101.1.residue0,DDE_PP,CTDD_solventaccess.3.residue75,ABHPRK__79,CKSAAGP_alphaticr.postivecharger.gap3,MSW__1,CTDD_hydrophobicity_FASG890101.3.residue50,APAAC_Pc2.Hydrophobicity.1,CKSAAGP_negativecharger.alphaticr.gap2,PAAC_Xc1.Y,CTriad_g1.g2.g2,CTDD_hydrophobicity_ARGP820101.3.residue75,DDE_WC,CKSAAP_QK.gap3,ABHPRK__81,Cougar__3,y
DBAASP348,1.31429,-0.51873,0.0,0.0,0.05185,0.0,0.0,0.0,-0.23998,0.0,0.0,-0.2037,-0.40541,0.125,-0.09677,0.0,-0.4861,-0.43923,0.0,0.0,1.37428,0.768,0.0,0.0,-0.28992,-0.45,0.62821,-2.46633,0.0,-0.41626,-0.68595,0.0,-1.54597,-0.74074,-0.14523,0.768,0.8592,0.6609,-0.52849,0.70833,0.09524,-0.55073,0.0,0.64369,0.0,-0.19586,0.62821,0.0,2.66667,-1.12018,0
DBAASP2620,-0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-1.51852,-0.8172,0.0,0.0,-0.81481,-1.89189,-0.5,-0.80593,0.0,-1.74207,1.5155,0.0,0.0,-0.63933,2.07122,0.0,0.0,-0.21621,-0.45,1.69423,1.08445,0.0,-0.41626,-0.1741,0.0,0.30407,-0.74074,0.26142,2.07122,-0.43485,-0.79307,-0.52849,1.40483,-0.17143,0.9101,0.0,0.0,0.0,0.0,1.69423,0.0,0.0,-1.42737,0
DBAASP681,-0.4,-0.51873,0.0,0.0,1.53333,0.0,0.0,-0.85185,1.78782,2.5,0.0,0.0,-1.2973,-0.5,1.00154,5.0,-1.72846,0.82405,0.0,0.0,2.29466,1.36412,0.0,0.0,0.84943,-0.45,1.11583,0.73595,0.0,-0.41626,-0.6498,0.0,0.70238,-0.74074,1.30708,1.36412,0.75356,0.2974,1.80484,1.78128,0.0,-0.21705,0.0,0.0,0.0,-0.12591,1.11583,0.0,10.28571,-1.65432,0
DBAASP719,0.17143,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.33333,-0.56399,0.0,0.0,2.85185,-0.45946,0.125,-0.54268,1.66667,-1.43699,2.28471,0.0,0.0,2.13666,0.768,0.0,0.0,1.47302,-0.45,0.62821,1.41907,0.0,-0.41626,-1.00452,0.0,1.59779,-0.74074,-0.14523,0.768,-0.43485,-0.79307,-0.52849,2.28216,0.7619,-0.05215,0.0,0.0,0.0,0.78343,0.62821,0.0,0.0,-1.67298,0
DBAASP1125,-0.06667,0.25936,0.0,0.0,-0.46667,0.0,0.0,-0.07407,-0.1023,0.0,0.0,0.68946,0.27027,-0.11538,-0.007,2.5,-0.61158,-0.09491,0.0,1.57143,-0.14151,-0.45452,0.0,0.0,1.37568,-0.45,-0.37179,-0.50341,643371375338643.0,-0.41626,-0.44957,0.0,-0.79123,0.37037,-0.32677,-0.45452,-0.43485,-0.39654,0.17151,-0.4128,0.0,-0.33099,0.0,0.0,0.5,-0.12591,-0.37179,0.0,0.0,-0.61099,0
DBAASP4579,-0.03636,0.31922,0.0,0.0,0.25128,0.0,0.0,0.03704,-0.57031,1.0,0.0,0.81481,0.0,-0.08333,-0.66785,2.14286,0.1092,-0.78913,0.0,1.69231,0.09522,-0.232,0.0,1.33299,1.48971,0.24231,-0.18977,-0.1774,0.0,-0.41626,-0.0769,0.0,0.25264,0.19943,1.4579,-0.232,-0.0509,-0.35688,-0.52849,0.16254,-0.26374,0.45352,0.0,0.0,0.5,0.40678,-0.18977,0.0,0.0,-0.44839,0
DBAASP4158,0.32727,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.22222,-0.23541,0.0,0.0,0.40741,0.37838,0.33333,-0.30322,1.42857,-0.84172,0.25897,0.0,0.0,-0.64881,-0.232,0.0,0.0,0.46094,-0.45,-0.18977,-0.50768,-1.0,-0.41626,-0.44759,0.0,-0.88315,-0.74074,0.75408,-0.232,-0.43485,-0.79307,-0.52849,0.78199,0.1978,-0.6296,0.0,0.0,0.33333,-0.61017,-0.18977,0.0,0.0,-1.00176,0
DBAASP3651,-0.4,-0.51873,0.0,0.0,0.61026,0.0,0.0,0.74074,-2.68033,1.0,0.0,0.0,0.32432,-0.08333,-2.95548,0.0,-0.83078,0.78134,0.0,0.0,0.37927,-0.232,0.0,3.6992,0.97882,0.58846,-0.18977,0.64185,-1.0,1.38537,1.28986,0.0,-0.32679,-0.74074,3.56933,-0.232,0.46103,-0.79307,0.24929,-0.44102,-0.72527,0.46977,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.15104,0
DBAASP5165,-0.4,0.51873,0.0,0.0,1.53333,0.0,0.0,-0.11111,-1.074,0.0,0.0,-0.81481,-0.10811,-0.5,-1.2984,1.25,-0.08147,-0.26047,0.0,0.0,-1.16011,101.01444,0.0,4.70724,0.04873,1.8,-0.37179,0.15446,0.0,1.03577,1.91269,0.0,-0.0593,0.29101,0.0,-0.45452,0.63472,-0.39654,0.17151,0.50601,0.0,-0.00149,0.0,0.0,0.0,-0.44068,-0.37179,0.0,1.71429,0.06986,0
DBAASP1732,0.1,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.66667,-0.41842,2.85714,0.0,0.2716,-0.13514,1.72222,-0.38376,0.0,-0.78286,1.76658,0.0,0.0,1.90407,0.49809,0.0,0.0,-0.37294,-0.45,0.40743,2.47753,0.0,-0.41626,-0.04102,0.0,-3.8062,-0.74074,-0.19606,0.49809,-0.43485,-0.79307,-0.52849,0.97053,0.42857,-3.34619,0.0,0.0,0.0,0.0,0.40743,0.0,0.0,-0.23668,0
DBAASP932,-0.4,2.38615,0.0,0.0,-0.46667,0.0,0.0,-1.85185,5.3112,0.0,0.66667,-0.81481,-2.21622,-0.5,4.68793,0.0,2.56373,1.81084,0.0,2.2,0.86231,2.07122,0.0,0.0,0.09927,-0.45,1.69423,2.31703,5404319552844596.0,-0.41626,1.60565,0.0,3.48209,0.14815,0.26142,2.07122,-0.43485,1.38788,6.47151,-2.96103,-2.57143,0.77629,0.0,0.0,0.0,-2.64407,1.69423,0.0,0.0,3.02903,0
DBAASP2495,-0.06667,1.81555,0.0,0.0,0.53333,0.0,0.0,-0.07407,0.98213,0.90909,0.08333,-0.81481,-0.27027,-0.5,1.17334,0.625,0.32153,0.78782,0.0,1.57143,0.7681,-0.45452,0.0,0.0,0.49976,1.15714,-0.37179,0.41609,1286742750677285.0,-0.41626,0.70781,0.0,0.27571,0.37037,-0.32677,-0.45452,0.04051,0.79307,0.17151,-1.41903,0.0,-0.25961,0.0,0.0,0.0,-0.12591,-0.37179,0.0,0.0,0.71928,0
DBAASP4789,-0.06667,0.25936,0.0,0.0,-0.13333,0.0,0.0,0.11111,-0.90211,0.0,0.0,0.68946,0.27027,-0.11538,-0.75317,2.5,-0.07841,-0.64988,0.0,1.57143,-0.80041,-0.45452,0.0,1.44874,2.04158,0.19286,-0.37179,0.00217,0.0,1.26829,0.0346,0.0,0.18873,0.21164,0.65354,-0.45452,0.39704,-0.39654,-0.52849,-0.26778,0.0,0.47251,0.0,0.0,1.0,0.18886,-0.37179,0.0,0.0,-0.52012,0
DBAASP4437,0.1,-0.51873,0.0,0.0,0.46667,0.0,0.0,-0.18519,0.13919,0.0,0.0,0.81481,-0.21622,0.05556,0.07226,0.0,-1.0403,0.50514,0.0,0.0,0.05536,0.49809,0.0,0.0,0.2228,-0.45,0.40743,-0.22717,0.0,-0.41626,-0.69042,0.0,-0.17793,-0.74074,0.26142,0.49809,-0.26847,-0.79307,2.97151,0.49665,-0.17143,-0.14733,0.0,0.0,0.0,-0.44068,0.40743,0.0,4.8,-0.95983,0
DBAASP1268,0.17143,0.28818,0.0,0.0,-0.46667,0.0,0.0,-0.7037,0.75641,1.66667,0.0,-0.81481,-0.7027,0.125,0.84713,0.0,0.11386,1.04679,0.0,2.44444,-0.03033,0.768,0.0,0.0,-0.25044,-0.45,0.62821,0.2533,0.0,-0.41626,-0.8096,0.0,0.68221,0.0,1.3797,0.768,-0.43485,-0.79307,0.87151,-0.66451,-0.57143,0.68895,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,0.82856,0
DBAASP1562,-0.03636,0.59853,0.0,0.0,0.25128,0.0,0.0,-0.33333,-0.24596,0.0,0.0,0.40741,-0.05405,-0.08333,-0.16329,2.14286,-0.43817,-0.76912,0.0,1.69231,-1.17416,-0.232,0.0,0.0,1.68184,0.24231,-0.18977,-0.24361,0.0,-0.41626,-0.50822,0.0,0.02377,0.11396,-0.30163,-0.232,0.07708,-0.35688,-0.52849,0.11887,0.1978,0.24537,0.0,0.0,0.5,0.40678,-0.18977,0.0,0.0,-0.36195,0
DBAASP218,0.6,-0.15562,0.0,0.0,-0.46667,0.0,0.0,-0.2963,0.54378,0.0,0.0,-0.2716,-0.02703,0.05556,0.54901,0.0,0.25165,-0.25259,0.0,0.0,0.18653,0.49809,0.0,0.0,-1.65407,0.0,0.40743,1.13752,0.0,-0.41626,-1.00781,0.0,2.31752,0.37037,3.92124,0.49809,-0.43485,1.69945,0.63818,-0.95953,-1.97143,1.29182,0.0,0.0,0.0,0.88136,0.40743,0.0,0.0,0.20773,0
DBAASP1467,0.4,-0.51873,0.0,0.0,0.7,0.0,0.0,0.96296,-0.31753,2.22222,0.0,-0.81481,0.45946,0.86364,-0.29704,0.0,1.41151,-0.96919,0.0,0.0,1.72187,0.0,0.0,0.0,-0.79045,-0.45,0.0,-3.66127,0.0,-0.41626,0.29671,0.0,-0.60272,-0.74074,-0.27231,0.0,0.53569,1.63021,-0.52849,0.43677,0.42857,0.89377,0.0,1.78336,0.0,-0.07345,0.0,0.0,6.0,-0.11422,0
DBAASP3022,0.26667,0.77809,0.0,0.0,-0.13333,0.0,0.0,0.18519,0.81159,0.0,0.0,0.31339,0.13514,-0.11538,0.75555,0.625,0.60165,-1.42728,0.0,2.35714,-1.03025,-0.45452,0.0,0.0,0.71116,-0.12857,-0.37179,-1.10914,643371375338643.0,0.86016,-0.27521,0.1,-0.56912,0.21164,-0.32677,-0.45452,0.99124,0.0,0.17151,0.26958,0.0,0.02045,0.0,0.0,1.0,-0.44068,-0.37179,0.0,0.0,0.01172,0
DBAASP2948,0.8,0.08645,0.0,0.0,-0.07778,0.0,0.0,-0.07407,0.60857,0.0,0.0,0.51852,0.13514,0.40909,0.51033,1.66667,0.71718,-1.2389,0.0,1.83333,-0.80453,0.0,0.0,0.0,0.32919,-0.45,0.0,-1.75409,1.0,0.20488,-0.49085,0.0,-0.40428,0.0,-0.27231,0.0,-0.15755,-0.30842,1.22151,-0.12227,0.42857,-0.53756,0.0,0.0,0.0,-0.07345,0.0,0.0,0.0,-0.06823,0
DBAASP2752,0.93333,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.40741,0.78786,0.0,0.0,-0.81481,0.37838,1.0,0.72502,0.0,-0.38328,-0.59615,0.0,0.0,-0.05103,0.24281,0.0,0.0,-1.96408,-0.45,0.19861,-1.03002,0.0,-0.41626,-0.91239,0.0,-1.02732,-0.74074,0.59413,0.24281,-0.43485,2.47836,-0.52849,0.06197,-0.93506,0.20851,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,-0.57706,0
DBAASP3478,-0.4,0.93371,0.0,0.0,1.4,0.0,0.0,-1.88889,1.79882,0.0,0.0,0.40741,-2.13514,-0.5,1.44829,0.0,-0.91595,-0.80867,0.0,2.2,-1.00489,2.07122,0.0,0.0,0.50713,0.45,1.69423,0.21841,0.0,-0.41626,0.67731,0.0,0.2082,0.37037,0.26142,2.07122,0.23066,-0.79307,-0.52849,0.29212,-1.37143,0.625,0.0,0.0,0.0,-2.64407,1.69423,0.0,0.0,-1.10409,0
DBAASP1604,0.0,0.08645,0.0,0.0,-0.46667,0.0,0.0,-0.44444,0.34584,0.0,0.0,0.51852,-0.16216,-0.04545,0.35415,3.33333,1.14332,-0.67887,0.0,1.83333,-0.9781,0.0,0.0,0.0,0.95714,-0.45,0.0,-0.31653,0.0,-0.18374,0.04775,0.0,-0.45361,-0.27778,-0.27231,0.0,-0.43485,-0.30842,1.22151,0.85315,0.42857,0.10712,0.0,0.0,1.0,-0.07345,0.0,0.0,0.0,1.01044,0
DBAASP3042,0.26667,0.25936,0.0,0.0,0.2,0.0,0.0,0.25926,-0.34329,0.90909,0.0,-0.06268,0.27027,-0.11538,-0.24361,0.625,-0.77431,-0.68606,0.0,0.0,-0.47568,-0.45452,0.0,0.0,0.14766,0.51429,-0.37179,-0.6253,1.0,1.26829,0.32894,0.0,0.45296,-0.10582,-0.32677,-0.45452,0.04051,0.0,0.17151,0.16426,0.0,0.51683,0.0,0.0,1.0,0.18886,-0.37179,0.0,0.0,-0.82037,0
DBAASP815,-0.4,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-1.25926,-0.59012,0.0,0.0,-0.81481,-1.18919,-0.5,-0.5349,0.0,-0.33574,0.36117,0.0,0.0,0.09161,1.05537,0.0,0.0,-1.50598,-0.45,0.86328,1.12237,0.0,-0.41626,1.60689,0.0,1.9037,-0.74074,-0.08169,1.05537,-0.43485,0.07931,6.47151,-1.28825,-1.07143,3.45338,0.0,0.0,0.0,-2.64407,0.86328,0.0,0.0,0.82139,0
DBAASP3361,-0.06667,-0.51873,0.0,0.0,0.2,0.0,0.0,0.25926,-0.63895,0.0,0.0,1.06553,0.56757,-0.11538,-0.89863,0.625,-0.80856,0.34269,0.0,0.0,-1.04746,-0.45452,0.08333,1.27537,0.82793,0.51429,-0.37179,-0.22767,0.0,0.71057,-2.19751,0.0,0.28927,-0.74074,3.2677,-0.45452,0.04051,-0.39654,0.17151,0.45437,0.0,0.53383,0.0,0.0,1.0,-1.07022,-0.37179,0.0,0.0,-0.58805,0
DBAASP4210,-0.4,-0.51873,0.0,0.0,0.31111,0.0,0.0,-0.59259,-0.30438,3.33333,0.0,-0.81481,-1.32432,1.5,-0.25126,0.0,-0.33028,2.01078,0.0,0.0,1.88628,1.69986,0.0,0.0,-0.17966,-0.45,1.39046,3.0548,1.0,-0.41626,-0.17378,0.0,-4.80394,-0.74074,0.87139,1.69986,-0.15755,-0.79307,-0.52849,1.72614,-0.57143,-3.40347,0.0,0.5978,0.0,0.29379,1.39046,0.0,4.0,0.46162,0
DBAASP4323,-0.4,-0.51873,0.0,0.0,0.05185,0.0,0.0,-0.11111,-0.43949,3.33333,0.0,1.01852,-0.51351,-0.5,-0.30227,0.0,0.03219,1.33962,0.0,0.0,1.14685,0.768,0.0,0.0,0.35577,-0.45,0.62821,0.82842,1.0,0.30569,0.17431,0.0,1.89648,-0.74074,2.39631,0.768,0.30461,-0.06609,2.27151,0.8613,-0.57143,2.8915,0.0,0.70231,0.0,-1.17514,0.62821,0.0,2.66667,-0.27786,0
DBAASP4309,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.11111,-0.40499,0.0,0.0,0.40741,-0.35135,1.375,-0.16724,0.0,-1.06756,-0.18614,0.0,0.0,1.13939,0.768,0.0,0.0,-0.00202,-0.45,0.62821,-1.15901,0.0,-0.41626,-0.54691,0.0,-1.00037,-0.74074,-0.14523,0.768,-0.43485,0.6609,-0.52849,0.1783,0.7619,-0.83743,0.0,0.0,0.0,0.29379,0.62821,0.0,0.0,-0.61542,0
DBAASP1509,0.0,0.38905,0.0,0.0,-0.07778,0.0,0.0,-0.14815,0.5257,0.0,0.0,0.07407,0.0,0.40909,0.65531,1.66667,0.38746,-0.07471,0.0,1.83333,0.28324,0.0,0.1,0.0,0.1873,-0.075,0.0,0.06863,0.0,0.73496,-0.36468,0.0,-1.10837,0.09259,0.10892,0.0,0.39704,-0.79307,0.34651,0.07866,-0.57143,-0.7518,0.0,0.0,1.0,-1.17514,0.0,0.0,0.0,0.24039,0
DBAASP4112,0.17143,-0.11527,0.0,0.0,-0.46667,0.0,0.0,-0.77778,-0.34644,0.0,0.0,1.01852,-0.56757,0.75,-0.36044,1.66667,-0.2847,1.22563,0.0,1.22222,-1.1796,0.768,0.0,0.0,1.5288,-0.45,0.62821,0.17417,0.0,0.19837,-0.61081,0.0,-0.97933,-0.61728,-0.14523,0.768,-0.43485,-0.79307,0.87151,0.29508,0.7619,-1.3032,0.0,0.0,0.0,-0.19586,0.62821,0.0,0.0,0.07807,0
DBAASP161,0.26667,0.25936,0.0,0.0,0.2,0.0,0.0,1.0,0.80229,0.0,0.0,0.31339,0.51351,-0.11538,0.6523,0.0,-0.59931,-0.03545,0.0,0.0,1.12254,-0.45452,0.0,0.0,-0.68833,0.51429,-0.37179,-0.39627,1.0,1.54634,-0.12148,0.0,0.29135,0.21164,0.0,-0.45452,0.8724,0.39654,0.17151,1.66503,0.42857,-0.07497,0.0,0.72652,0.0,-0.44068,-0.37179,0.0,1.71429,-1.08268,0
DBAASP639,0.69091,-0.23941,0.0,0.0,0.25128,0.0,0.0,0.37037,-0.30219,0.0,0.0,0.81481,0.51351,-0.08333,-0.48792,0.71429,-0.16932,-0.58982,0.0,0.0,-0.55125,-0.232,0.0,1.11913,0.49037,0.24231,-0.18977,-0.9552,-1.0,0.70894,-0.08027,0.0,0.37795,0.19943,2.86552,-0.232,-0.0509,-0.35688,0.24929,0.03468,-0.26374,0.41026,0.0,0.0,0.0,0.0678,-0.18977,0.0,0.0,-0.46185,0
DBAASP1073,0.48889,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.77778,-0.34826,2.5,0.0,0.16296,0.27027,1.0,-0.28377,0.0,-0.86114,0.94528,0.0,0.0,1.82369,0.24281,0.0,0.0,-0.68811,-0.45,0.19861,0.60634,0.5,-0.41626,0.2853,0.0,-1.14443,-0.74074,-0.23765,0.24281,-0.43485,0.2974,-0.52849,0.21221,0.15584,0.25102,0.0,0.0,0.0,-0.24037,0.19861,0.0,0.0,-0.35103,0
DBAASP2625,0.04444,-0.18863,0.0,0.0,-0.46667,0.0,0.0,-0.7037,-0.35433,0.0,0.0,-0.32593,-0.86486,-0.5,-0.3102,1.0,-0.70108,0.13177,0.0,0.0,-0.21,0.24281,0.0,0.0,-0.69748,0.36818,0.19861,-0.27983,818836295885544.0,-0.41626,-2.20195,0.0,-0.5068,-0.63973,-0.23765,0.24281,-0.43485,-0.79307,0.47151,-0.08842,0.15584,-0.39121,0.0,0.0,0.0,0.96148,0.19861,0.0,0.0,-0.98219,0
DBAASP3771,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.25926,-0.17499,0.0,0.0,0.40741,-0.35135,1.375,-0.05855,0.0,-0.42517,-0.28481,0.0,0.0,0.92714,0.768,0.0,0.0,0.18315,-0.45,0.62821,-1.01465,0.0,0.73984,-0.01452,0.0,-1.124,-0.74074,0.87139,0.768,-0.43485,0.6609,-0.52849,0.60863,0.7619,-0.65376,0.0,0.0,0.0,1.27307,0.62821,0.0,0.0,0.09962,0
DBAASP2280,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,0.14815,-0.03529,1.66667,0.0,0.40741,-0.32432,0.75,0.06411,0.0,-0.2562,-0.46885,0.0,0.0,1.68282,0.768,0.0,0.0,-0.69035,-0.45,0.62821,-3.01352,0.0,-0.41626,-0.19733,0.0,0.00889,-0.74074,0.36308,0.768,-0.43485,0.6609,-0.52849,0.50736,0.09524,1.11968,0.0,0.0,0.0,0.29379,0.62821,0.0,0.0,-1.57444,0
DBAASP816,0.26667,-0.51873,0.0,0.0,-0.46667,0.0,0.0,1.81481,-0.34584,0.0,0.0,1.4416,1.13514,-0.11538,-0.30374,0.0,-0.01112,1.75163,0.0,0.0,2.96082,-0.45452,0.0,0.0,-0.56044,-0.45,-0.37179,1.84864,0.0,-0.41626,0.16863,0.0,3.10609,-0.74074,-0.32677,-0.45452,-0.43485,0.79307,-0.52849,0.55327,1.71429,3.25719,0.0,0.0,0.0,1.13317,-0.37179,0.0,0.0,0.71479,0
DBAASP1428,0.8,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.03704,-0.13098,0.0,0.0,1.40741,0.48649,0.86364,-0.00564,1.66667,0.52224,0.67382,0.0,0.0,-1.63594,0.0,0.0,0.0,0.67673,-0.45,0.0,-0.65539,1.0,0.11545,0.15286,0.0,-1.09704,-0.74074,-0.27231,0.0,-0.43485,0.17624,1.22151,0.68613,0.42857,-1.99466,0.0,0.0,0.0,-0.80791,0.0,0.0,0.0,0.05506,0
DBAASP1697,-0.03636,0.0399,0.0,0.0,0.25128,0.0,0.0,-0.03704,0.08459,0.0,0.0,0.81481,-0.05405,-0.08333,0.1396,2.14286,-0.42803,-0.78389,0.0,0.84615,-0.69768,-0.232,0.0,0.0,0.95503,-0.10385,-0.18977,-0.26909,0.0,0.58374,-0.12651,0.0,0.22137,-0.14245,0.40218,-0.232,-0.0509,-0.79307,0.24929,0.77374,0.1978,0.55021,0.0,0.0,0.0,0.40678,-0.18977,0.0,0.0,-0.57732,0
DBAASP2532,-0.4,0.25936,0.0,0.0,0.53333,0.0,0.0,0.14815,-0.47852,0.0,0.0,-0.06268,0.43243,-0.11538,-0.3702,0.625,0.38533,0.12633,0.0,0.78571,-0.46755,-0.45452,0.16667,0.99092,0.43602,0.51429,-0.37179,0.40764,0.0,0.61789,0.77372,0.0,-0.57857,0.21164,0.0,-0.45452,0.63472,0.0,0.87151,-0.54268,-0.42857,-0.84894,0.0,0.0,1.0,-1.07022,-0.37179,0.0,0.0,0.60326,0
DBAASP4806,0.26667,0.0,0.0,0.0,-0.46667,0.0,0.0,0.18519,0.07672,0.0,0.0,-0.06268,0.51351,-0.11538,0.16406,1.875,0.09145,-0.71106,0.0,0.78571,-0.08833,-0.45452,0.0,0.0,-0.50387,-0.12857,-0.37179,-1.21667,0.0,-0.41626,-0.20354,0.0,0.0668,0.13228,0.32677,-0.45452,-0.43485,-0.39654,0.17151,-0.40525,0.0,0.43817,0.0,0.0,0.5,-0.12591,-0.37179,0.0,0.0,-0.39099,0
DBAASP1736,-0.03636,-0.51873,0.0,0.0,0.96923,0.0,0.0,0.81481,-1.82795,1.0,0.0,-0.40741,0.43243,-0.08333,-1.92795,0.0,0.23432,0.15375,0.0,0.0,1.63702,-0.232,0.0,2.20919,0.48392,0.24231,-0.18977,-0.25254,0.0,-0.41626,1.10011,0.0,0.9807,-0.74074,0.05027,-0.232,0.58901,-0.35688,-0.52849,0.14895,0.1978,0.91853,0.0,1.34419,0.0,0.40678,-0.18977,0.0,3.69231,-0.50607,0
DBAASP1666,-0.4,-0.23941,0.0,0.0,0.25128,0.0,0.0,0.44444,-1.17423,0.0,0.0,2.03704,0.27027,-0.5,-1.13281,1.42857,-1.16716,1.01007,0.0,0.0,-0.56598,-0.232,0.0,1.98728,2.67555,0.24231,-0.18977,0.83358,0.0,0.13984,0.04253,0.0,1.10554,0.19943,2.16171,-0.232,-0.0509,-0.79307,-0.52849,1.30621,0.1978,1.15462,0.0,0.0,0.0,-0.27119,-0.18977,0.0,0.0,-0.88277,0
DBAASP1654,0.1,0.5706,0.0,0.0,0.46667,0.0,0.0,-0.74074,-0.45599,0.0,0.125,-0.2716,-0.72973,0.05556,-0.29992,0.0,0.20053,-0.6465,0.0,0.0,0.58551,0.49809,0.125,1.28809,1.13851,0.45,0.40743,-0.19586,1801439850948199.0,0.90081,0.74619,0.0,-0.71417,0.14815,0.26142,0.49809,0.06428,-0.16994,-0.52849,-0.30106,0.42857,-0.52175,0.28571,0.0,0.0,-0.44068,0.40743,0.0,0.0,0.32276,0
DBAASP1541,0.32727,-0.51873,0.0,0.0,0.25128,0.0,0.0,1.14815,-0.92053,3.0,0.0,0.0,0.64865,0.75,-0.91092,0.0,-0.86818,0.07698,0.0,0.0,1.74634,-0.232,0.0,0.0,0.44721,-0.45,-0.18977,-0.88439,0.0,-0.41626,0.11739,0.0,-0.14124,-0.74074,0.05027,-0.232,0.33305,0.95169,-0.52849,-0.12623,-0.26374,0.58147,0.0,1.29867,0.0,0.0678,-0.18977,0.0,3.69231,-0.54571,0
DBAASP4925,1.37778,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.07407,-0.06459,0.0,0.0,0.65185,0.24324,1.0,-0.23118,1.0,-0.15887,-0.34193,0.0,0.0,-1.07587,0.24281,0.0,0.0,0.86932,-0.45,0.19861,-1.60544,0.0,0.35285,-0.9391,0.0,-0.86158,-0.74074,-0.65354,0.24281,-0.43485,0.2974,0.47151,0.4603,-0.38961,-0.85901,0.0,0.0,0.0,0.16025,0.19861,0.0,0.0,-0.48037,0
DBAASP1680,-0.4,1.13177,0.0,0.16667,0.80606,0.0,0.0,-0.62963,1.05509,0.0,0.11111,-0.81481,-0.94595,-0.5,1.10875,1.0,0.69491,0.64159,0.0,1.0,0.015,0.24281,0.0,0.0,-0.68139,0.77727,0.19861,0.70106,818836295885544.0,-0.41626,0.66555,0.0,-0.24729,0.26936,0.17824,0.24281,1.07767,0.84264,0.47151,0.11616,-1.48052,-0.16888,0.0,0.7348,0.0,0.96148,0.19861,0.0,2.18182,0.95665,0
DBAASP1391,-0.4,0.59853,0.0,0.0,0.61026,0.0,0.0,-0.11111,0.39971,0.0,0.0,-0.81481,-0.21622,-0.5,0.54089,1.42857,-0.52736,-0.17252,0.0,0.84615,0.16656,-0.232,0.0,0.0,0.15208,0.24231,-0.18977,-0.33013,692861481133923.0,-0.41626,0.35421,0.0,-0.41416,0.11396,0.05027,-0.232,0.46103,0.5155,0.24929,0.39545,0.1978,-0.20716,0.0,0.81274,0.0,1.08475,-0.18977,0.0,1.84615,-0.31602,0
DBAASP263,-0.03636,0.31922,0.0,0.0,0.25128,0.0,0.0,-0.07407,-0.52629,0.0,0.0,0.81481,0.05405,-0.5,-0.46336,2.14286,0.67883,-0.97468,0.0,1.69231,-1.23707,-0.232,0.0,1.33143,1.12021,0.24231,-0.18977,-0.24932,0.0,0.30244,0.23046,0.0,0.26452,-0.05698,0.40218,-0.232,0.07708,-0.35688,0.24929,0.3562,0.1978,0.34201,0.0,0.0,0.33333,1.08475,-0.18977,0.0,0.0,0.42476,0
DBAASP4354,1.31429,-0.51873,0.0,0.0,-0.46667,0.0,0.0,-0.2963,-0.84882,0.0,0.0,0.40741,-0.45946,1.375,-0.57097,0.0,-0.54121,-0.30088,0.0,0.0,0.93199,0.768,0.0,0.0,0.81676,-0.45,0.62821,-0.89819,0.0,0.73984,0.20056,0.0,-1.24557,-0.74074,0.87139,0.768,-0.43485,0.6609,-0.52849,-0.10521,0.7619,-1.00736,0.0,0.0,0.0,1.27307,0.62821,0.0,0.0,-0.11819,0
