,GTPC_uncharger.postivecharger.alphaticr,CKSAAP_GP.gap2,GTPC_alphaticr.postivecharger.alphaticr,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAP_PK.gap3,DDE_PG,DDE_TW,CKSAAP_TK.gap1,DDE_MQ,DDE_RA,CTriad_g1.g2.g3,ABHPRK__33,DDE_RP,NMBroto_CHAM810101.lag2,CTDT_hydrophobicity_PRAM900101.Tr1331,MSW__6,CTDD_hydrophobicity_CASG920101.2.residue50,Z3__17,Calculate_charge,DDE_RQ,DPC_GF,Kytedoolittle,Z3__16,PAAC_Xc1.W,CKSAAP_DP.gap1,NMBroto_CHAM820102.lag1,ABHPRK__55,CTDD_hydrophobicity_FASG890101.2.residue100,Z3__24,APAAC_Pc1.P,CTDD_hydrophobicity_PONP930101.2.residue75,Z5__19,MSW__1,CKSAAGP_uncharger.postivecharger.gap2,DDE_NT,CTriad_g4.g5.g1,ABHPRK__75,PAAC_Xc2.lambda1,APAAC_Pc1.G,CTDC_normwaalsvolume.G3,Z3__11,Ez__22,CTDD_hydrophobicity_PRAM900101.1.residue100,CTDD_hydrophobicity_ARGP820101.1.residue50,Z3__30,Ez__6,CTDD_charge.2.residue50,QSO3_SC_P,Aliphatic_Index,CTDT_charge.Tr1221,y
random_peptide_50,0.0,0.0,0.0,0.5,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,-0.044,-0.94891,1.86071,-0.12311,1.6166,1.09996,0.66081,0.0,-0.08418,-0.06791,0.0,0.0,0.22446,0.0,-1.5042,-2.38213,0.0,0.0,-0.28456,-0.74448,0.0,0.66081,0.0,0.0,-0.77776,0.0,3.35714,-1.75893,-1.8594,0.45,0.99259,2.96242,1.93414,-1.21212,0.0,-1.22442,0.11667,0
random_peptide_51,0.0,0.0,0.0,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,-0.29991,1.32847,-0.37535,-0.30217,-0.50231,-1.99975,-0.14037,0.0,0.7867,-0.69981,0.0,0.11111,-0.42703,0.0,-0.30768,0.06221,0.85883,0.97222,-1.03261,-1.36548,0.0,-0.14037,0.0,0.14286,0.38251,0.0,-0.77922,0.7304,0.90203,0.45,-0.12045,-1.1444,1.21769,-2.72727,0.77367,-0.03253,-0.23333,0
random_peptide_52,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,1.0,0.0,0.52431,0.04744,0.0,-1.4873,-0.2638,0.20794,0.49994,0.47619,0.0,-0.70914,-0.64251,0.0,0.0,0.68865,0.0,0.10744,1.81203,1.99498,-0.69444,-1.11799,0.37672,0.0,0.47619,0.0,0.33333,-0.40524,0.0,1.10204,-0.53367,-0.24612,-0.40714,-1.45608,-1.19151,0.05713,-0.25974,2.1357,-0.28794,0.58333,0
random_peptide_53,0.0,0.09091,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.25,0.0,-0.57673,3.12747,-0.94891,-1.0832,-0.2638,1.10141,-0.0005,-0.52381,0.0,-1.08882,0.91791,0.0,0.0,0.84502,0.0,0.24175,0.14769,1.72436,-0.13889,0.77188,0.52328,0.0,-0.52381,0.0,0.1,-0.94662,1.73281,-0.88776,0.65487,1.02886,-2.55,0.64278,0.10124,-1.46822,0.45455,2.10568,1.81314,-0.58333,0
random_peptide_54,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,-0.6372,-0.94891,-1.17319,0.86174,1.32767,-0.06806,-0.27388,0.0,-0.28269,-0.55422,0.0,0.0,-0.07237,0.0,-0.87745,-0.00263,0.0,0.32407,-0.04833,0.97329,0.0,-0.27388,0.0,0.0,-1.29167,0.0,-0.82143,0.70291,0.4796,-2.55,-0.23175,0.21705,-0.85455,0.45455,0.0,0.28836,-0.58333,0
random_peptide_55,0.0,0.0,0.0,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,1.7711,-0.94891,0.7092,-0.73864,0.46863,-1.00038,0.30643,0.0,-0.65587,0.59766,0.0,0.0,1.81731,0.0,0.37605,-0.03065,0.85363,0.48611,0.78484,-1.21773,0.0,0.30643,0.0,0.0,-0.43242,0.85782,0.10714,-0.18997,-0.46007,-0.675,-0.07871,0.10405,1.21745,2.95455,0.90716,-1.22442,-0.08333,0
random_peptide_56,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,0.15987,0.18978,0.71233,1.84659,0.53908,0.49994,120.61418,0.0,0.21825,-0.69935,0.0,0.0,-0.41594,0.0,-1.5042,-1.37012,0.0,-0.32407,0.69878,-1.82303,0.0,0.66081,0.0,0.0,0.07378,0.0,1.5,-1.03895,-1.03332,-0.05,-0.84392,2.10876,1.46685,-2.87879,0.0,-1.22442,1.51667,0
random_peptide_57,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.52431,1.1909,0.94891,-1.25466,-0.68588,0.74846,-0.53397,0.47619,0.0,0.45286,-0.62616,0.0,0.0,0.7722,0.0,0.10744,-0.71791,0.0,-0.69444,-0.22667,0.53502,0.0,0.47619,0.0,0.0,-0.18896,0.0,-1.28571,0.97817,1.16225,-1.26429,0.11806,0.37774,-0.78881,1.16883,0.0,1.82515,-0.58333,0
random_peptide_58,0.2,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.52431,0.21414,0.0,-0.34708,1.84659,-0.52389,0.49994,0.47619,0.0,1.37772,-0.14521,0.0,0.0,-0.3736,0.0,-1.5042,-0.16216,0.0,0.41667,-1.69184,1.13092,0.0,0.47619,0.0,0.0,0.74724,0.0,0.30612,-0.23788,0.14493,-0.40714,-0.93137,-0.93054,-0.74,-0.25974,0.0,0.40842,0.58333,0
random_peptide_59,0.0,0.0,0.0,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.44201,1.14161,-0.94891,-0.68757,0.48295,-0.09693,-0.0005,-0.40145,0.0,-0.45913,0.0209,0.80952,0.0,0.11421,0.0,-0.92566,-0.42151,0.0,-0.07479,-0.73936,1.17587,0.0,-0.40145,0.0,0.0,-0.45807,0.0,-0.42857,0.76696,0.91846,-1.39615,-0.60847,-0.94322,-0.9649,0.83916,0.0,1.42617,-0.29167,0
random_peptide_60,0.0,0.11111,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.5,0.0,-0.30155,0.22571,-0.94891,0.45616,0.36932,-0.3937,0.51595,-0.27388,0.09091,-0.35338,0.16799,0.0,0.0,0.04326,0.0,0.21936,-1.1892,1.95597,0.0,0.36387,-0.2747,3.32817,-0.27388,0.0,0.0,-0.14315,0.98278,0.57143,-0.66094,-0.5121,0.45,-0.53783,0.79938,0.75078,-1.21212,1.3823,-1.22442,0.37121,0
random_peptide_61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,1.85317,0.3163,-0.96748,-0.51705,-0.33965,0.54898,0.0,0.0,0.90245,0.74752,0.0,0.0,0.15069,0.0,-0.37605,-0.04973,0.0,-0.77778,0.30993,1.19222,0.0,0.0,0.0,0.0,-0.29517,0.9971,-0.17143,0.69526,0.67037,-0.75,-0.35418,0.89586,-0.55273,-0.54545,0.0,1.22964,0.19444,0
random_peptide_62,0.0,0.0,0.0,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,0.22384,0.75912,-0.4083,-0.03357,-0.30234,-1.0339,-0.14037,0.0,0.77019,-0.79692,0.0,0.0,1.56178,0.0,-0.13675,-0.13678,1.91458,-0.97222,-0.2016,-1.27186,0.0,-0.14037,0.0,0.14286,-0.39196,0.0,-0.77922,0.67868,0.31048,-0.09545,-0.78826,-2.32575,1.03665,0.90909,1.4783,-0.03253,0.11667,0
random_peptide_63,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,0.20219,0.08626,-0.09113,1.35417,-0.05159,-4.99837,-0.27388,0.0,0.40869,-1.00755,0.0,0.0,0.73832,0.0,-1.5042,0.08754,0.0,-0.97222,-3.48826,-1.76045,0.0,-0.27388,0.0,0.0,-1.11918,0.0,-1.28571,0.58994,-0.14757,0.45,0.07433,-0.02645,1.97161,3.78788,0.0,-0.27193,-0.58333,0
random_peptide_64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.22078,1.24479,-0.94891,-0.69043,1.84659,0.08364,0.50044,0.0,0.0,-0.57594,-0.40442,0.0,0.0,2.54059,0.0,0.18802,0.4078,1.83609,0.38889,0.18857,-0.37069,2.13953,0.0,0.0,0.0,-0.05225,0.0,-0.17143,-0.98259,-0.42416,-0.45,-0.72148,1.78563,0.82702,0.45455,1.54627,-1.05633,0.97222,0
random_peptide_65,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,0.45388,-0.94891,-0.66526,-1.10795,0.44547,-0.0005,0.86501,0.0,-0.95444,-0.6416,0.0,0.0,-0.74719,0.0,-0.7521,0.51416,0.86317,-0.97222,-0.16368,-0.41021,0.0,0.86501,0.0,0.0,-0.48285,0.0,-0.17143,-0.02876,0.83515,-0.75,0.74772,-1.56149,1.26618,-0.54545,1.13833,-1.22442,0.29167,0
random_peptide_66,0.0,0.0,0.09091,0.0,0.0,-0.42064,-0.40145,0.0,-0.40145,43.6547,0.0,0.0,-0.44201,-0.6911,0.0,-0.69309,0.48295,1.13731,0.49994,-0.40145,0.0,-0.66674,0.63588,0.0,0.0,0.83577,0.0,0.23141,0.946,1.02495,0.5235,0.38711,0.26636,1.49767,-0.40145,0.0,0.0,0.5066,1.02998,0.0,-0.10138,-0.21786,-0.24231,-0.89101,-1.15292,-0.2545,0.83916,0.63027,0.04269,0.29167,0
random_peptide_67,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,0.22957,2.46715,-0.69474,-0.61553,-0.58648,-1.50031,0.66081,0.0,0.17849,-0.70485,0.0,0.0,0.46552,0.0,-0.87745,-0.02306,0.0,-0.97222,0.89389,-0.98832,0.0,0.66081,0.0,0.0,-0.72797,0.0,-0.35714,1.22031,0.50683,0.45,0.99259,0.85932,1.01953,-2.87879,0.0,-0.412,-0.58333,0
random_peptide_68,0.0,0.0,0.0,0.0,0.0,66.50817,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,-1.55753,-0.94891,0.27837,-0.57076,-0.06285,0.09809,-0.14037,0.0,0.81612,1.49421,0.0,0.0,1.03879,0.0,0.20512,-0.12447,0.93775,-0.08838,0.96439,0.77693,0.0,-0.14037,0.0,0.0,-0.67392,1.88469,0.23377,0.39375,0.45206,-2.55,-0.12045,-0.36874,-0.6633,0.0,0.85123,-0.18534,-0.58333,0
random_peptide_69,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,1.00027,-0.43132,-1.11978,0.12311,2.41031,0.0,-0.27388,0.0,-0.59703,1.27715,0.0,0.0,0.48686,0.0,0.37605,1.12692,0.0,-0.81019,-0.96595,0.0806,0.0,-0.27388,0.0,0.0,-0.71018,1.94726,-0.35714,-0.10006,0.00455,-0.05,-0.23175,0.69841,-0.26285,-0.37879,0.0,-0.81821,0.05303,0
random_peptide_70,0.0,0.0,0.0,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,-0.98325,-0.94891,-1.19712,-0.73864,0.3068,-0.03453,0.30643,0.0,0.55082,-0.73803,0.0,0.0,-2.04892,0.0,0.37605,-1.26693,2.80218,-0.72917,-0.26691,0.3255,0.0,0.30643,0.0,0.25,-1.41493,0.0,-1.28571,0.30824,0.50782,-2.55,0.38042,-1.09215,0.12807,0.45455,4.03276,0.62453,-0.58333,0
random_peptide_71,0.0,0.0,0.0,0.33333,0.0,0.90635,0.86501,0.0,0.86501,77.39002,0.0,0.33333,0.9524,-0.33696,-0.94891,0.46774,1.84659,0.31765,0.0005,0.86501,0.0,-0.52748,-0.08861,0.0,0.0,-1.60967,0.0,-1.5042,-0.25986,0.0,0.58333,1.34152,-2.01846,0.0,0.86501,0.0,0.0,1.02788,0.0,0.94286,-1.00346,-0.50913,-0.15,-0.72148,-0.03379,1.60246,5.45455,0.0,-0.88824,0.29167,0
random_peptide_72,0.0,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,-0.02233,0.80292,-0.76653,-0.68588,-0.397,0.50094,-0.52381,0.0,1.08937,-0.66419,0.0,0.0,1.97963,0.0,0.37605,0.53689,3.72846,0.69444,-0.11036,-0.23319,0.0,-0.52381,0.0,0.1,-0.07702,0.0,-0.09184,-0.76681,-0.5209,-0.83571,0.38042,1.3815,0.97392,1.88312,2.78944,0.1803,0.22436,0
random_peptide_73,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11048,0.3163,0.6494,-0.22159,-0.1736,-0.45039,0.0,0.0,0.6907,-0.67039,0.0,0.0,0.7148,0.0,0.18802,-0.02806,1.89864,-0.38889,-0.14362,-0.19006,0.0,0.0,0.0,0.0,-0.25507,0.0,0.38571,-0.5152,-0.66242,-0.15,0.38042,-0.05015,0.93027,-0.54545,1.52128,-0.73697,-0.19444,0
random_peptide_74,0.0,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.30155,-0.23128,1.12143,0.83609,0.36932,0.00962,0.49994,-0.27388,0.0,0.85654,-0.80056,0.0,0.0,-0.04135,0.0,0.37605,-0.05658,0.0,0.48611,0.64757,-1.16087,1.66408,-0.27388,0.0,0.0,-0.23533,0.0,-0.35714,-0.42857,-0.79001,0.45,-0.23175,0.71223,0.4241,-0.37879,0.0,0.00822,0.05303,0
random_peptide_75,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,-0.36128,0.47445,1.31445,-0.45139,-0.64865,-0.53397,0.14841,0.125,1.16136,0.67289,0.0,0.0,-2.0079,0.0,-0.04178,0.93465,0.0,-0.75617,0.24398,-0.2578,0.0,0.14841,0.0,0.0,0.61236,1.07056,0.57143,-0.361,-0.4462,0.45,0.99259,0.90908,0.33054,-0.10101,0.0,-0.6828,-0.14583,0
random_peptide_76,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,0.01537,0.47445,-1.05342,-0.51705,0.63379,0.50044,0.86501,0.0,1.24544,0.20816,0.0,0.0,0.20865,0.0,-1.5042,2.69413,0.0,0.19444,0.95636,0.56462,0.0,0.86501,0.0,0.0,0.04396,0.0,0.94286,-1.06467,-1.60324,0.45,2.21692,0.04895,0.81325,-2.54545,0.0,0.72538,0.29167,0
random_peptide_77,0.0,0.0,0.14286,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,0.17163,1.89781,0.64986,-0.12311,-2.26369,1.00088,0.14841,0.0,-0.08302,0.961,0.0,0.0,-0.14788,0.0,0.16713,-0.90196,0.0,0.75617,0.78547,-0.93774,2.49612,0.14841,0.0,0.0,2.49239,0.9117,1.19048,-1.29977,-0.42497,0.45,0.99259,0.87747,0.14559,-1.21212,0.0,0.04557,1.16667,0
random_peptide_78,0.0,0.0,0.0,0.0,0.0,57.91168,-0.52381,0.0,-0.52381,41.78472,0.0,0.0,-0.57673,4.09479,-0.51095,0.35172,0.58036,4.93343,-0.49944,-0.52381,0.0,-0.79957,2.8992,0.0,0.0,1.18613,0.1,0.10744,0.94237,0.97563,0.0,-0.3989,-1.26936,0.0,-0.52381,0.0,0.0,-0.40971,4.90205,-0.88776,-0.17952,-0.20143,0.45,-0.40665,-0.80101,-0.12098,0.45455,0.72795,-0.39599,-0.3141,0
random_peptide_79,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,0.32492,1.89781,0.35074,0.07386,-1.54463,-0.0005,0.86501,0.0,1.33142,1.19503,0.0,0.0,0.33401,0.0,0.37605,0.30144,0.0,0.97222,-0.20759,-1.65255,0.0,0.86501,0.0,0.0,1.01862,0.93694,-0.17143,0.70239,0.02332,-0.15,-0.72148,0.57806,0.59321,-0.54545,0.0,0.08666,1.16667,0
random_peptide_80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.78667,-0.94891,-0.71595,0.07386,1.51551,-0.0005,0.0,0.0,-0.32384,0.46161,0.0,0.0,-0.34963,0.0,-0.56407,0.58165,0.0,-0.19444,0.26909,1.21376,0.0,0.0,0.0,0.0,-0.48382,0.86423,-0.72857,0.93983,0.83682,-2.55,0.38042,0.02293,-2.09922,0.45455,0.0,2.22135,-0.58333,0
random_peptide_81,0.09091,0.0,0.0,0.09091,0.0,-0.42064,-0.40145,0.0,-0.40145,-0.45742,0.0,0.09091,-0.44201,0.56757,0.0,0.17021,0.02841,0.34318,0.001,-0.40145,0.0,-0.27014,0.23875,0.0,0.0,-0.30952,0.0,0.37605,1.51279,0.94363,0.5235,0.24208,-1.56051,1.49767,-0.40145,0.0,0.0,0.75592,0.94826,-0.42857,-0.39331,-0.03492,0.45,-0.60847,-0.08755,0.59221,-0.6993,0.64109,-0.0866,0.58333,0
random_peptide_82,0.0,0.0,0.0,0.0,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,-0.61996,1.49114,0.12976,-0.73864,0.37264,-0.50044,0.30643,0.0,0.03091,-0.39702,0.0,0.0,-0.03044,0.0,-1.5042,-1.48241,0.0,-0.24306,1.3786,-0.10767,0.0,0.30643,0.0,0.0,1.48203,0.0,0.10714,0.83473,0.79039,0.075,0.38042,-1.10183,-0.58079,-2.04545,0.0,0.83464,0.41667,0
random_peptide_83,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9524,-2.47453,0.47445,-1.1358,0.66477,0.43602,-0.0005,0.86501,0.0,1.44763,-0.64063,0.0,0.0,0.38359,0.0,0.37605,-0.8284,0.96577,-0.97222,-0.70928,-0.56675,0.0,0.86501,0.0,0.0,-1.07152,0.0,-1.28571,0.67998,2.16837,-1.35,0.01312,-2.70262,-0.59672,-0.54545,1.3631,1.39773,-0.58333,0
random_peptide_84,0.25,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,0.58666,-0.94891,-0.72524,1.35417,-0.44748,0.49994,0.66081,0.0,-0.35361,-0.60484,0.0,0.0,3.78825,0.0,-0.87745,-0.6737,1.91282,0.64815,-0.81256,0.05251,4.99225,0.66081,0.0,0.0,-0.37024,0.0,-0.35714,-0.88095,-0.64832,-0.55,0.38042,0.60196,0.77225,-1.21212,2.2541,-0.94427,0.81667,0
random_peptide_85,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611,1.58151,0.02779,0.07386,-1.12862,-0.03403,0.0,0.0,-0.00027,-0.65012,0.0,0.0,-1.93188,0.16667,0.18802,0.30668,1.04011,-0.58333,0.14408,0.14323,0.0,0.0,0.0,0.0,0.37847,0.0,-0.17143,0.36135,-0.00558,-0.45,-1.08878,-2.56914,-0.19285,1.45455,0.80536,0.74219,0.19444,0
random_peptide_86,0.0,0.0,0.16667,0.16667,0.0,0.32107,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,0.6232,0.67779,0.36945,0.36932,-0.21759,-0.40135,0.30643,0.0,-0.24711,-0.78831,0.0,0.0,0.01144,0.0,-1.5042,-0.37928,0.0,0.0,0.13534,0.11947,0.0,0.30643,0.0,0.0,0.1254,0.0,1.5,0.85132,-0.1345,-0.675,-0.53783,0.0212,0.32487,0.45455,0.0,0.41442,0.41667,0
random_peptide_87,0.0,0.0,0.0,0.2,0.0,0.49895,0.47619,0.2,0.47619,0.54258,0.0,0.0,0.52431,0.32913,0.0,-0.19068,-0.68588,1.36704,0.54998,0.47619,0.0,-0.83749,-0.12032,0.0,0.0,0.25466,0.0,-0.96698,1.29874,0.0,0.41667,-2.47651,0.16959,3.74419,0.47619,0.0,0.0,-0.08153,0.0,1.10204,-0.61473,-1.08142,0.45,-0.40665,0.51624,0.46045,-1.68831,0.0,0.40842,0.58333,0
random_peptide_88,0.0,0.0,0.0,0.0,0.14286,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,-1.20623,-0.94891,-0.71339,0.50362,-0.07943,0.49994,-0.14037,0.0,0.08726,0.3802,0.0,0.0,0.23839,0.0,0.20512,0.60992,1.91369,0.79545,-0.09873,0.43062,0.0,-0.14037,0.0,0.14286,-0.35086,0.96153,-0.27273,-0.09073,0.51106,0.45,-0.78826,-1.38479,-0.62364,0.0,2.01333,0.4106,-0.23333,0
random_peptide_89,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,-0.04306,-0.94891,1.03919,0.86174,0.42092,-0.53447,0.66081,0.0,-0.62834,-0.78741,0.0,0.0,-2.31236,0.0,-1.5042,1.1121,0.0,0.32407,0.07146,-0.91522,0.0,0.66081,0.0,0.0,-0.84761,0.0,-1.28571,0.54801,-0.76813,-1.05,-0.84392,-1.95389,0.8062,0.45455,0.0,-0.66413,-0.58333,0
random_peptide_90,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,1.0,0.0,0.52431,0.7456,-0.94891,-2.11721,0.15828,-0.0169,-0.0005,0.47619,0.0,-0.16157,-0.3348,0.0,0.0,-0.16468,0.0,0.10744,0.54234,1.81229,-0.97222,-0.06106,1.44188,0.0,0.47619,0.0,0.33333,-0.9765,0.0,-1.28571,0.7558,0.89043,-2.55,0.64278,-1.11279,-0.80138,-0.25974,2.71965,2.04126,-0.58333,0
random_peptide_91,0.0,0.0,0.0,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,-1.58837,0.18978,-0.73325,0.23502,2.37898,-0.99987,-0.14037,0.0,-0.7017,1.11178,0.0,0.0,0.03921,0.0,-0.30768,0.48238,0.0,-0.26515,-0.34099,-0.23186,0.0,-0.14037,0.0,0.0,-0.48212,1.90124,-0.27273,0.34732,0.39622,0.17727,-0.12045,0.15849,-0.34242,0.0,0.0,-0.03253,-0.58333,0
random_peptide_92,0.0,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,0.46905,2.55474,0.43312,-0.89692,-0.13698,-3.00063,-0.52381,0.0,0.46144,-0.25676,0.69262,0.0,-0.04655,0.0,-1.5042,-0.34831,0.0,-0.83333,-0.63989,-0.49522,0.0,-0.52381,0.0,0.0,1.46135,0.0,-0.09184,1.30848,1.31207,0.45,0.38042,-0.06897,0.38633,-0.97403,0.0,0.1803,-0.3141,0
random_peptide_93,0.0,0.0,0.0,0.0,0.0,0.69239,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.72757,-0.29071,1.32847,1.01083,-0.61553,-0.90412,0.49994,0.66081,0.0,1.78004,-0.39062,0.0,0.0,-0.06686,0.0,-0.87745,-0.69635,0.0,0.0,0.46814,0.10081,4.99225,0.66081,0.0,0.0,0.66545,0.0,0.57143,-0.52281,-1.05791,0.45,-0.23175,1.2963,-0.17599,-1.21212,0.0,-0.13186,0.81667,0
random_peptide_94,0.0,0.0,0.0,0.0,0.0,0.1555,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.16341,2.42811,0.47445,-0.3227,-0.77967,0.37735,-0.53397,0.14841,0.0,-0.17582,0.24954,0.0,0.0,0.38483,0.0,0.16713,0.02292,0.99533,0.32407,-0.19635,-0.71646,0.0,0.14841,0.0,0.0,-0.35293,1.00021,-0.66667,0.14917,0.09635,-0.21667,0.17636,-1.3197,0.09863,1.0101,0.99615,-0.30928,-0.58333,0
random_peptide_95,0.0,0.0,0.0,0.0,0.0,-0.54884,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.57673,-0.36873,0.36496,-0.52524,-0.2638,-0.1843,-0.48442,-0.52381,0.0,1.3678,0.35265,0.0,0.0,-0.67679,0.0,0.24175,1.1313,0.99378,0.0,-0.04951,0.01467,1.36152,-0.52381,0.0,0.1,-0.01704,0.99866,-0.4898,0.69197,0.24443,-0.19286,0.64278,-1.35376,0.15874,-0.25974,0.60269,0.40842,-0.04487,0
random_peptide_96,0.0,0.0,0.0,0.0,0.0,-0.14708,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15455,0.81084,0.18978,0.33044,0.23502,-0.38,-0.53447,-0.14037,0.0,-0.05721,0.05604,0.0,0.0,-0.34171,0.0,-0.13675,0.82852,0.91163,0.08838,-1.13329,-0.21939,0.0,-0.14037,0.0,0.0,0.23779,0.9161,1.24675,0.22354,1.23699,-1.45909,-0.45436,0.09533,-0.06988,1.81818,0.80917,-0.62847,-0.23333,0
random_peptide_97,0.0,0.0,0.0,0.0,0.0,0.49895,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.52431,-3.16915,-0.94891,-1.06847,0.58036,1.8183,-0.50044,0.47619,0.0,-0.55275,0.96851,0.0,0.0,-0.18856,0.0,0.37605,0.49351,0.0,-0.13889,-0.10426,0.34948,0.0,0.47619,0.0,0.0,-1.07255,0.9158,-1.28571,0.75748,0.82724,-2.12143,-0.93137,0.39064,-1.07339,1.16883,0.0,1.58502,-0.58333,0
random_peptide_98,0.0,0.0,0.0,0.0,0.0,79.98934,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.33739,5.58381,0.67779,0.02401,-0.73864,3.23493,-0.50044,0.30643,0.0,0.19774,2.79543,0.0,0.0,1.7507,0.0,0.14102,-0.48916,0.95557,0.72917,-0.33,-1.01121,0.0,0.30643,0.0,0.0,-0.23837,2.88077,-1.28571,0.46405,0.54712,-1.8,0.38042,-0.18196,-0.5594,0.45455,1.04994,0.62453,-0.58333,0
random_peptide_99,0.0,0.0,0.0,0.0,0.0,0.90635,0.86501,0.0,0.86501,0.9856,0.0,0.0,74.78358,-0.38732,-0.94891,1.16795,1.25568,1.39965,0.49994,0.86501,0.0,0.80324,-0.26479,0.0,0.0,-3.97458,0.0,-0.37605,-2.43283,0.8664,-0.19444,1.26664,-0.79023,0.0,0.86501,0.0,0.0,1.12229,0.0,2.05714,-1.95263,-0.78163,0.45,-0.72148,0.15988,1.58377,1.45455,1.00834,-1.22442,1.16667,0
random_peptide_100,0.1,0.0,0.0,0.0,0.0,-0.28697,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,44.22032,0.36453,-0.43132,-0.35419,1.60038,-0.35276,1.00088,-0.27388,0.0,0.7894,-0.50724,0.0,0.0,1.44315,0.125,0.06267,-1.1643,2.79791,0.48611,0.57274,-0.77264,1.66408,-0.27388,0.0,0.0,0.54133,0.0,0.10714,-1.0934,-0.27321,-0.3,-1.15,0.88031,0.88171,1.28788,1.96274,0.00822,1.00758,0
