,GTPC_uncharger.postivecharger.alphaticr,CKSAAP_GP.gap2,GTPC_alphaticr.postivecharger.alphaticr,CKSAAGP_postivecharger.postivecharger.gap1,CKSAAP_PK.gap3,DDE_PG,DDE_TW,CKSAAP_TK.gap1,DDE_MQ,DDE_RA,CTriad_g1.g2.g3,ABHPRK__33,DDE_RP,NMBroto_CHAM810101.lag2,CTDT_hydrophobicity_PRAM900101.Tr1331,MSW__6,CTDD_hydrophobicity_CASG920101.2.residue50,Z3__17,Calculate_charge,DDE_RQ,DPC_GF,Kytedoolittle,Z3__16,PAAC_Xc1.W,CKSAAP_DP.gap1,NMBroto_CHAM820102.lag1,ABHPRK__55,CTDD_hydrophobicity_FASG890101.2.residue100,Z3__24,APAAC_Pc1.P,CTDD_hydrophobicity_PONP930101.2.residue75,Z5__19,MSW__1,CKSAAGP_uncharger.postivecharger.gap2,DDE_NT,CTriad_g4.g5.g1,ABHPRK__75,PAAC_Xc2.lambda1,APAAC_Pc1.G,CTDC_normwaalsvolume.G3,Z3__11,Ez__22,CTDD_hydrophobicity_PRAM900101.1.residue100,CTDD_hydrophobicity_ARGP820101.1.residue50,Z3__30,Ez__6,CTDD_charge.2.residue50,QSO3_SC_P,Aliphatic_Index,CTDT_charge.Tr1221,y
random_peptide_438,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-0.1938,0.13566,0.45823,-0.63492,0.12871,-0.5,0.75293,0.0,0.83942,-0.15973,0.0,0.0,0.63401,0.0,0.41167,-1.12691,0.0,-0.86752,-0.49828,0.61186,0.0,0.66081,0.0,0.0,-0.02203,-0.84868,-0.33654,0.66841,-0.55146,-0.625,0.44,0.8605,-0.1814,-1.21212,0.0,-0.17087,-0.5641,0
random_peptide_439,0.0,0.0,0.0,0.0,0.0,103.26022,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-0.96285,-0.67829,0.6404,-0.63492,-1.55159,-0.4505,0.75293,0.0,0.537,0.76911,0.0,0.0,-0.00496,0.0,0.06861,-0.72716,0.98619,0.68803,2.08311,-0.26616,0.0,0.66081,0.0,0.0,-0.52561,0.10262,-0.33654,0.84789,-0.06245,-1.125,-0.29333,0.28766,0.60513,-1.21212,1.16309,-0.89353,-0.5641,0
random_peptide_440,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,4.26335,-0.16957,0.52007,-0.82011,4.34444,-0.0005,0.1691,0.0,-0.07416,2.20221,0.0,0.0,-0.26933,0.0,0.41167,-0.7882,0.0,0.81766,-0.20233,-0.08772,0.0,0.14841,0.0,0.0,-0.67347,1.9859,-0.62821,0.21141,0.11857,-1.29167,0.68444,0.23342,-0.74855,-0.10101,0.0,-0.49482,-0.5641,0
random_peptide_441,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,1.81946,1.35659,-0.82811,0.32468,-0.39455,-0.4985,-0.15994,0.0,0.31676,-0.63386,0.0,0.0,-0.70199,0.0,-0.33682,-0.07585,1.01957,-0.83217,0.75534,-0.22974,0.0,-0.14037,0.0,0.0,0.30736,-0.84868,-0.73427,0.37882,1.05326,-0.17045,0.64,-0.38661,0.11212,1.81818,0.82914,1.50777,-0.19744,0
random_peptide_442,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,0.8304,-0.36524,0.78552,0.0,0.68911,0.5985,-0.59683,0.0,-0.48477,0.97932,0.78382,0.0,1.13283,0.0,-0.0294,0.39335,2.01756,0.57692,-0.62222,0.54857,1.54545,-0.52381,0.0,0.0,-0.20325,1.09748,0.66346,-0.18087,0.13082,0.16071,0.12571,0.98369,-0.55915,-0.25974,1.47778,0.0,0.0,0
random_peptide_443,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,2.53961,0.33915,-0.11861,-1.19048,2.05169,-0.5335,0.9856,0.0,0.39099,0.95975,0.0,0.0,1.05013,0.0,0.41167,-1.3015,0.99566,0.14359,-1.19538,-1.32528,0.0,0.86501,0.0,0.0,-0.86076,0.11174,-1.21154,0.80274,-0.20644,-2.025,-0.88,5.21413,1.09174,1.45455,1.35525,-1.14272,-0.5641,0
random_peptide_444,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-1.04935,0.33915,-0.57646,0.80952,0.14589,0.0,0.9856,0.0,1.64854,-0.38666,0.0,0.0,1.82592,0.0,-0.82333,0.06425,1.11158,0.14359,0.48304,-0.00964,0.0,0.86501,0.0,0.0,-0.34627,-0.84868,-0.16154,-0.00892,-0.49588,0.375,2.64,-7.44243,0.97669,-0.54545,1.19824,0.0235,0.35256,0
random_peptide_445,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,0.27877,0.33915,1.0282,0.80952,0.21594,-0.999,0.9856,0.0,-0.15162,-0.6626,0.0,0.0,1.38018,0.0,-1.64667,-0.21931,0.0,-1.25641,-2.49562,-0.03212,0.0,0.86501,0.0,0.0,0.6869,-0.84868,-0.16154,0.11818,0.04402,-0.225,-0.88,0.03025,0.78164,-0.54545,0.0,0.0235,-0.5641,0
random_peptide_446,0.0,0.0,0.11111,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,1.31419,-0.27132,-0.06336,0.02165,-1.26982,0.049,-0.15994,0.0,0.35897,0.20683,0.75922,0.0,-0.90995,0.0,-1.64667,-0.90763,0.0,0.22844,0.32998,2.04181,0.0,-0.14037,0.0,0.0,0.54297,-0.84868,0.69755,0.83196,0.45127,0.10227,-1.36,0.71028,-0.92131,0.0,0.0,1.23592,0.16923,0
random_peptide_447,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,0.10124,1.35659,2.0887,-0.82011,0.39792,-0.499,0.1691,0.0,-0.37433,-0.29283,0.717,0.0,0.60403,0.0,-1.64667,0.18897,0.0,-0.99715,1.51835,0.3715,0.0,0.14841,0.0,0.0,0.77634,-0.84868,1.12179,-0.86711,-0.34765,0.375,0.19556,-0.19668,-0.17979,-0.10101,0.0,-0.32869,0.35256,0
random_peptide_448,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,-0.41375,-0.27132,-1.02068,0.32468,0.2086,0.0,-0.15994,0.0,0.69479,-0.63909,0.0,0.0,1.75476,0.0,0.41167,0.03886,3.9153,0.65268,0.52062,0.22293,0.0,-0.14037,0.0,0.14286,-1.20948,-0.84868,-1.21154,-0.02734,-0.40565,-1.53409,-1.36,0.47001,0.10558,0.0,5.51614,0.44757,-0.5641,0
random_peptide_449,0.08333,0.0,0.08333,0.08333,0.0,-0.59683,-0.52381,0.08333,-0.52381,-0.59683,0.0,0.08333,-0.59683,0.08653,0.887,0.467,0.47619,-0.36221,0.0505,-0.59683,0.0,-0.20776,-0.27517,0.77016,0.0,-0.04629,0.0,-1.05857,-0.16663,0.0,-0.92308,-0.73836,0.715,1.54545,-0.52381,0.0,0.0,0.90155,-0.84868,1.03846,-0.55483,-0.30068,-0.26786,-0.50286,0.41241,-0.24759,0.45455,0.0,-0.20291,0.5641,0
random_peptide_450,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-0.45032,-0.67829,-1.34655,-0.52381,0.51063,-0.5,0.9856,0.0,1.69816,-0.2282,0.0,0.0,-1.00188,0.0,-0.41167,-0.93077,0.0,1.07692,2.47944,0.61482,0.0,0.86501,0.0,0.0,-0.66826,-0.84868,-1.21154,1.50422,0.49925,-0.225,0.88,-0.12984,-0.80924,-0.54545,0.0,1.18971,-0.5641,0
random_peptide_451,0.0,0.0,0.2,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,1.14052,-0.67829,-0.27862,1.19048,-0.43847,1.0495,0.54258,0.0,0.68815,-0.20169,0.0,0.0,1.47285,0.0,-1.64667,0.14615,0.0,-0.25641,0.697,0.38824,0.0,0.47619,0.0,0.0,0.05336,-0.84868,1.03846,-0.55413,-0.27513,-1.33929,-1.13143,-0.37659,-0.17895,1.16883,0.0,0.5233,0.65812,0
random_peptide_452,0.125,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.0,0.00897,1.13049,0.51148,-0.52381,-0.43344,1.4315,0.0,0.0,-0.21044,-0.57819,0.0,0.0,1.05854,0.0,-0.20583,-1.3967,0.0,-1.25641,-0.03139,0.39149,0.0,0.0,0.0,0.0,0.9251,-0.84868,1.93846,-1.06263,-0.12743,0.075,1.32,-3.72435,0.17016,0.45455,0.0,-0.55961,1.47293,0
random_peptide_453,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,-0.17245,-0.36524,0.59987,-0.2381,0.6266,0.9655,-0.59683,0.0,-0.25137,0.8104,0.0,0.0,-0.45636,0.0,0.41167,0.25206,0.0,-0.42308,-0.00166,-0.0196,0.0,-0.52381,0.0,0.0,-0.31238,1.05656,0.28846,-0.18468,0.24677,-0.91071,0.12571,-0.06585,-0.35297,1.16883,0.0,-0.09612,0.5641,0
random_peptide_454,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,-0.08778,1.20006,-0.02826,0.47619,-0.04182,0.467,-0.59683,0.0,0.59893,-0.07836,0.0,0.0,-1.25306,0.0,0.26464,-2.26254,1.0247,0.07692,0.80253,0.13662,0.0,-0.52381,0.0,0.1,1.23408,-0.84868,0.66346,-0.66813,-0.37451,-0.48214,-1.13143,0.77336,0.10416,0.45455,0.62261,-0.1068,0.5641,0
random_peptide_455,0.0,0.0,0.0,0.4,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.4,0.54258,0.08554,0.67829,0.14472,2.14286,0.9276,1.9995,0.54258,0.0,-0.11204,-0.19898,0.0,0.0,0.34321,0.0,-1.64667,-2.10556,0.0,0.41026,-0.64295,0.44595,0.0,0.47619,0.0,0.0,0.28442,-0.84868,2.53846,-2.35879,-1.49728,-0.48214,-1.76,1.868,0.45228,-3.11688,0.0,0.30971,0.65812,0
random_peptide_456,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,0.0714,0.4845,-0.07894,-0.35714,-1.01517,-0.0005,0.34915,0.0,0.85175,-0.25887,0.0,0.0,-1.00476,0.0,-1.64667,0.02901,0.0,-1.25641,0.61064,1.91042,0.0,0.30643,0.0,0.0,-0.4373,-0.84868,0.10096,0.70224,0.49284,-1.5,-0.11,-0.02266,-1.72286,0.45455,0.0,1.39903,-0.5641,0
random_peptide_457,0.0,0.0,0.0,0.0,0.14286,-0.15994,-0.14037,0.11111,-0.14037,-0.15994,0.5,0.0,-0.15994,0.17449,0.13566,-1.25962,-0.58442,1.5235,0.0005,-0.15994,0.0,0.28038,0.4878,0.0,0.0,0.97739,0.0,0.22455,0.69391,1.0,-0.83217,0.22522,0.81642,2.125,-0.14037,0.0,0.0,-0.59986,0.11594,-0.73427,0.09691,-0.56026,-0.44318,0.24,-0.16388,-0.28111,-0.90909,0.92445,0.70583,-0.19744,0
random_peptide_458,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,-3.10416,0.13566,1.16301,0.32468,-0.96223,0.0485,-0.15994,0.0,0.50101,1.00805,0.0,0.0,-0.78649,0.0,0.41167,-1.18419,0.0,0.01632,1.24182,0.30744,0.0,-0.14037,0.0,0.0,-0.2312,1.00741,0.22028,0.67108,0.19149,-0.17045,-0.16,-0.08206,-0.92072,0.0,0.0,0.44757,-0.5641,0
random_peptide_459,0.0,0.0,0.08333,0.08333,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.08333,-0.59683,0.122,0.57394,-0.17998,0.0,0.45774,1.4995,-0.59683,0.0,0.91558,-0.40691,0.0,0.0,-0.09105,0.0,-1.64667,-0.08129,0.0,-0.42308,0.06208,0.38601,1.54545,-0.52381,0.0,0.0,0.44756,-0.84868,1.03846,-0.55019,-0.24771,0.16071,0.12571,0.20696,-0.03604,-0.97403,0.0,0.6301,0.5641,0
random_peptide_460,0.0,0.0,0.14286,0.0,0.0,0.1691,0.14841,0.0,0.14841,54.19519,0.0,0.0,0.1691,-0.59289,-0.67829,0.93317,0.66138,-0.15433,0.4995,0.1691,0.0,0.31501,0.99883,0.67419,0.0,0.25158,0.0,-0.73185,0.45202,0.0,0.29915,0.63393,1.09419,2.83333,0.14841,0.0,0.0,1.15098,0.10942,0.53846,-0.45712,-0.28997,-0.625,-0.29333,-0.59883,-1.05841,-0.10101,0.0,-0.16257,0.35256,0
random_peptide_461,0.09091,0.0,0.0,0.09091,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,0.0,0.09091,-0.45742,0.28593,0.67829,-0.40199,-0.42125,-0.46181,1.432,-0.45742,0.0,0.67769,-0.30161,0.0,0.0,-1.75502,0.0,0.25333,0.06237,0.0,-0.35897,-0.23848,0.08627,3.4,-0.40145,0.0,0.0,0.17635,-0.84868,0.0,-0.39931,-0.76868,0.375,-1.08308,3.68525,0.55683,-0.6993,0.0,-0.13062,0.96368,0
random_peptide_462,0.0,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,54.19519,0.0,0.0,0.1691,-0.26869,-0.16957,-0.04105,0.29101,1.46567,1.0,0.1691,0.0,0.53306,0.72243,0.0,0.0,1.26469,0.0,0.18296,1.23439,0.0,0.5584,-0.03714,-0.90485,2.83333,0.14841,0.0,0.0,0.06922,0.04302,1.12179,-1.11858,-0.17733,-0.625,-0.29333,0.72841,0.41483,-0.10101,0.0,-0.81046,0.35256,0
random_peptide_463,0.0,0.0,0.0,0.0,0.0,-0.45742,-0.40145,0.0,-0.40145,-0.45742,0.0,0.0,-0.45742,-0.5195,0.67829,-0.72929,0.09158,0.17921,0.001,-0.45742,0.0,-0.11814,-0.01987,0.77658,0.0,-0.0528,0.0,-0.38,0.03498,0.96629,-0.89744,-1.22178,1.03106,1.7,-0.40145,0.0,0.0,0.88382,-0.84868,0.0,-0.38171,-0.27246,0.375,-0.40615,1.0083,0.10604,0.83916,0.83184,0.30642,0.04701,0
random_peptide_464,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,0.0469,1.35659,2.26623,-1.19048,1.05861,0.0,0.9856,0.0,1.843,-0.59787,0.0,0.0,-1.21988,0.0,-1.64667,-1.44339,0.0,-0.32308,-2.29621,-1.67663,0.0,0.86501,0.0,0.0,1.05292,-0.84868,0.88846,-0.94359,-1.43773,0.375,-0.88,-2.72863,0.93227,1.45455,0.0,-1.14272,0.35256,0
random_peptide_465,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,0.19786,-0.05218,-0.04007,-0.47619,2.25306,1.0,-0.59683,0.0,-0.19083,0.87093,0.76299,0.0,0.12539,0.0,0.41167,0.57146,1.01274,0.91026,0.79219,-0.07685,1.54545,-0.52381,0.0,0.0,0.07273,1.10513,0.28846,-0.47821,0.39263,-0.69643,0.44,-0.06676,-0.40329,0.45455,0.76897,-0.20291,0.28205,0
random_peptide_466,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,1.41761,-0.67829,-1.67324,0.05952,2.8662,0.0,0.34915,0.0,-0.5462,0.62637,0.0,0.0,-0.28787,0.0,-0.6175,1.096,0.0,-0.08974,0.66546,1.44429,0.0,0.30643,0.0,0.0,-1.23462,-0.04175,-1.21154,1.51889,0.86281,-2.625,0.44,0.41127,-2.17841,0.45455,0.0,3.04369,-0.5641,0
random_peptide_467,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,-0.12856,-0.67829,-0.44121,-0.63492,-0.51872,0.0,0.75293,0.0,-0.06175,-0.84105,0.0,0.0,0.25194,0.0,0.06861,1.07532,1.98431,-0.08974,0.66468,-0.36538,0.0,0.66081,0.0,0.5,-0.93103,-0.84868,-1.21154,-0.02828,-0.27257,-0.625,1.17333,-2.22429,-0.12948,0.45455,2.95606,1.05016,-0.5641,0
random_peptide_468,0.0,0.0,0.0,0.16667,0.0,86.98362,0.30643,0.0,0.30643,0.34915,0.0,0.16667,58.10546,1.11268,-0.67829,0.2263,1.72619,1.50964,1.0,0.34915,0.0,0.1645,0.73763,0.0,0.0,2.58186,0.25,0.41167,0.3779,1.75099,-0.08974,-0.06896,-1.3536,3.4,0.30643,0.0,0.0,0.09322,-0.00417,0.10096,-1.42081,-1.03954,-1.125,-1.21,-3.11996,1.23189,1.70455,1.96857,-0.60073,1.53114,0
random_peptide_469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42186,-0.67829,1.55616,-0.19048,0.32255,-0.9995,0.0,0.0,-0.38593,1.97169,0.0,0.0,-3.08032,0.0,0.20583,-0.25436,0.0,0.14359,-0.15042,-0.07792,0.0,0.0,0.0,0.0,0.66038,2.0326,-0.16154,0.02823,-0.605,0.375,0.44,-0.02791,-0.3578,0.45455,0.0,-0.69417,-0.5641,0
random_peptide_470,0.14286,0.0,0.0,0.0,0.0,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,0.18494,-0.16957,-1.65801,0.29101,0.37557,0.0005,0.1691,0.0,0.4394,-0.16173,0.0,0.0,0.36172,0.0,-1.64667,0.74883,0.0,-0.47863,-0.82199,1.27974,0.0,0.14841,0.0,0.0,0.31317,-0.84868,-0.62821,0.25979,-0.15522,0.375,-0.78222,0.42079,-0.33004,-0.10101,0.0,0.46872,0.35256,0
random_peptide_471,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,-0.45223,-0.0969,-0.3164,-0.77381,4.77389,0.0,0.34915,0.0,0.44753,2.28446,0.0,0.0,-0.03198,0.0,-0.36021,0.54101,0.0,-0.08974,0.12961,-0.68336,0.0,0.30643,0.0,0.0,-0.25058,1.86486,0.10096,0.69069,1.54098,0.375,0.44,-0.98796,-0.44523,-0.79545,0.0,0.31505,-0.5641,0
random_peptide_472,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,-0.45694,-0.67829,-0.84842,0.14286,0.26459,-0.999,0.9856,0.0,0.15176,-0.6914,0.0,0.0,-0.33341,0.0,-1.64667,-1.35185,0.0,0.14359,5.14514,-0.02628,0.0,0.86501,0.0,0.0,-1.08927,-0.84868,-1.21154,1.73193,0.64677,0.375,1.76,0.03025,-0.15691,-2.54545,0.0,1.48874,-0.5641,0
random_peptide_473,0.0,0.0,0.0,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,-0.80372,-0.67829,-1.11484,0.75397,0.74783,0.466,-0.31206,0.0,0.28944,0.16394,0.0,0.0,0.15429,0.0,-0.96056,0.53805,0.0,-0.47863,-1.16736,1.03611,0.0,-0.27388,0.0,0.0,-0.69464,0.12631,-0.77404,0.38551,0.36719,-1.375,0.44,-1.0686,-0.42301,0.45455,0.0,-0.04628,0.10256,0
random_peptide_474,0.0,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,0.19543,-0.27132,-0.66365,0.02165,1.90282,-0.9995,-0.15994,0.0,0.31013,1.02616,0.0,0.0,0.51309,0.0,0.22455,-1.60428,0.0,-0.83217,-0.48868,-0.0013,0.0,-0.14037,0.0,0.0,-0.86775,1.10424,-1.21154,1.1899,0.88644,-0.98864,0.64,-0.69667,-0.03639,-0.90909,0.0,-0.21845,-0.5641,0
random_peptide_475,0.0,0.0,0.0,0.0,0.2,0.1691,0.14841,0.0,0.14841,0.1691,0.0,0.0,0.1691,-0.23241,-0.16957,-0.20445,-0.82011,0.40466,1.4995,0.1691,0.0,0.44573,-0.4057,0.0,0.0,0.44553,0.0,-0.73185,-1.20856,0.91143,0.03989,0.0073,-0.42951,5.66667,0.14841,0.0,0.0,-0.40596,-0.84868,0.53846,-1.30689,-1.56118,0.375,-0.29333,1.77984,0.96669,-1.21212,0.90586,-0.01305,0.8109,0
random_peptide_476,0.1,0.0,0.0,0.0,0.0,-0.31206,-0.27388,0.0,-0.27388,-0.31206,0.0,0.0,-0.31206,0.16709,0.80162,0.07851,-0.07937,-0.19616,-0.499,-0.31206,0.0,1.37823,-0.59293,0.0,0.0,0.124,0.0,-1.30361,0.59041,0.0,-0.67308,-1.54568,-0.69586,0.0,-0.27388,1.0,0.0,0.29595,-0.84868,-0.33654,0.09614,-0.49251,-0.125,0.07333,-0.19805,0.56951,-1.21212,0.0,-0.17087,0.10256,0
random_peptide_477,0.0,0.0,0.0,0.0,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.0,-0.59683,3.28042,-0.67829,-0.34952,-0.2381,1.13396,0.0,-0.59683,0.0,-0.2252,0.80001,0.88615,0.0,-0.13176,0.0,0.41167,0.56339,0.0,0.74359,0.9941,0.26362,0.0,-0.52381,0.0,0.0,-0.75787,0.86198,-0.83654,0.52918,1.43189,-0.26786,1.69714,0.55721,-1.67398,0.45455,0.0,1.46311,-0.5641,0
random_peptide_478,0.0,0.0,0.0,0.0,0.0,0.34915,0.30643,0.0,0.30643,0.34915,0.0,0.0,0.34915,-0.56325,0.4845,0.53483,0.05952,-0.82725,0.5005,0.34915,0.0,0.60261,-0.41593,0.0,0.0,0.2284,0.0,0.41167,-1.21467,0.0,-0.38141,1.73514,-0.72425,0.0,0.30643,0.0,0.0,1.54175,-0.84868,0.75721,-1.08248,-0.04501,0.0,-1.21,0.87671,0.12996,-0.79545,0.0,-0.22694,1.53114,0
random_peptide_479,0.11111,0.0,0.0,0.0,0.0,-0.15994,-0.14037,0.0,-0.14037,-0.15994,0.0,0.0,-0.15994,-1.77257,0.54264,-0.00994,-0.58442,3.18462,0.4995,-0.15994,0.0,0.91538,1.11435,0.0,0.0,0.44964,0.0,-0.33682,1.84817,0.0,0.01632,0.45118,0.25041,0.0,-0.14037,0.0,0.0,0.34548,1.14349,0.22028,0.41898,0.10364,0.375,0.64,1.25097,-0.23063,0.0,0.0,0.70583,0.90256,0
random_peptide_480,0.0,0.0,0.0,0.0,0.0,0.9856,0.86501,0.0,0.86501,0.9856,0.0,0.0,0.9856,0.76016,-0.67829,-0.54307,-0.52381,0.72901,-0.4995,0.9856,0.0,0.29862,-0.30103,0.0,0.0,0.03076,0.0,0.41167,0.84392,0.0,-0.78974,-0.25062,-0.28531,0.0,0.86501,0.0,0.0,-0.97695,-0.84868,-1.21154,-0.34465,-0.81014,-0.225,0.88,-0.16759,-0.17766,-0.54545,0.0,-0.54466,-0.5641,0
random_peptide_481,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,-0.89562,-0.67829,0.30496,-1.19048,0.7627,-2.497,0.54258,0.0,-0.35145,0.22736,0.0,0.0,0.91272,0.0,-1.35262,0.04158,0.0,-0.92308,-4.00101,-1.84604,0.0,0.47619,0.0,0.0,-1.70811,-0.13826,-1.21154,0.65754,-0.15647,0.375,0.12571,-0.11703,1.99553,-3.11688,0.0,-1.14272,-0.5641,0
random_peptide_482,0.0,0.0,0.0,0.0,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,1.98916,-0.67829,0.22373,-1.19048,-0.88325,0.9995,0.54258,0.0,-0.05041,0.47369,0.0,0.0,1.229,0.33333,0.41167,-0.34382,0.88664,0.41026,-0.06422,-0.63431,0.0,0.47619,0.0,0.0,0.27979,0.00658,0.28846,-1.55933,-1.87112,-0.05357,-0.50286,-2.91165,1.21297,-1.68831,1.07081,-1.14272,1.88034,0
random_peptide_483,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,1.93389,0.13566,-1.24111,0.47619,-1.00922,0.0,0.75293,0.0,-0.8594,-0.68024,0.0,0.0,-0.32433,0.0,0.41167,-1.71265,1.96687,-1.25641,-0.59497,0.01063,0.0,0.66081,0.0,0.0,-0.87856,-0.84868,-1.21154,0.56204,1.31617,-1.625,-1.02667,0.60045,0.07607,0.45455,2.98732,0.80097,-0.5641,0
random_peptide_484,0.0,0.0,0.0,0.0,0.0,76.40442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02971,-0.67829,0.24686,-0.52381,2.40938,0.0,0.0,0.0,-0.519,1.06668,0.0,0.0,1.10248,0.0,0.41167,-0.01085,0.88269,-0.32308,0.21563,0.33317,0.0,0.0,0.0,0.0,-1.52633,0.85423,-0.68654,0.21355,0.5177,-2.625,2.2,-0.13209,-1.35974,0.45455,1.27565,0.62155,-0.5641,0
random_peptide_485,0.0,0.0,0.0,0.2,0.0,0.54258,0.47619,0.0,0.47619,0.54258,0.0,0.0,0.54258,0.02229,0.0,-0.33329,0.71429,-0.28832,0.55,0.54258,0.0,1.69703,-0.19174,0.0,0.0,0.57212,0.0,-1.64667,-0.72435,0.0,0.07692,1.43008,0.75625,0.0,0.47619,1.0,0.0,0.46731,-0.84868,1.03846,-0.59243,-1.01412,-0.48214,-1.13143,1.19139,0.69611,1.16883,0.0,0.30971,1.26923,0
random_peptide_486,0.0,0.0,0.0,0.0,0.0,0.75293,0.66081,0.0,0.66081,0.75293,0.0,0.0,0.75293,0.73496,0.94961,0.7016,-1.19048,-0.24658,-0.499,0.75293,0.0,1.11386,-0.47211,0.0,0.0,-0.80237,0.0,-0.27444,1.48596,0.0,1.07692,0.07332,-1.01082,0.0,0.66081,0.0,0.0,-0.18407,-0.84868,0.53846,0.25426,1.56205,0.375,-1.02667,-0.89723,0.55988,-1.21212,0.0,-0.17087,-0.5641,0
random_peptide_487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28503,-0.67829,-0.15591,-0.52381,-0.85075,0.549,0.0,0.0,-0.15413,0.00271,0.0,0.0,-0.26874,0.0,0.20583,-1.35297,0.0,-0.08974,-0.66852,0.93438,0.0,0.0,0.0,0.0,-0.14026,-0.84868,0.36346,-0.06924,-0.5545,0.075,0.88,0.05783,-0.14037,-0.54545,0.0,-0.70913,0.25071,0
random_peptide_488,0.0,0.0,0.0,0.41667,0.0,-0.59683,-0.52381,0.0,-0.52381,-0.59683,0.0,0.41667,-0.59683,-0.12987,-0.67829,0.70544,-1.19048,0.08327,1.5015,-0.59683,0.0,-0.84002,0.03529,0.0,0.0,-1.02208,0.0,-0.91155,-2.20101,0.0,-0.42308,0.22893,-1.87256,0.0,-0.52381,0.0,0.0,-0.65876,-0.25961,1.78846,-1.82234,-1.66388,0.375,-0.18857,-0.98879,2.56399,-0.97403,0.0,-1.14272,0.0,0
